id,transit_server_type
12475,transit_server_type_34
12475,transit_server_type_35
8545,transit_server_type_35
8545,transit_server_type_34
3565,transit_server_type_35
3565,transit_server_type_34
16639,transit_server_type_34
16639,transit_server_type_35
3647,transit_server_type_34
3647,transit_server_type_35
8879,transit_server_type_35
8879,transit_server_type_34
16470,transit_server_type_35
16470,transit_server_type_34
2155,transit_server_type_34
2155,transit_server_type_35
17891,transit_server_type_34
17891,transit_server_type_35
15914,transit_server_type_34
15914,transit_server_type_35
3354,transit_server_type_34
3354,transit_server_type_35
12139,transit_server_type_35
12139,transit_server_type_34
13967,transit_server_type_35
13967,transit_server_type_20
13967,transit_server_type_34
17429,transit_server_type_34
17429,transit_server_type_35
18316,transit_server_type_35
18316,transit_server_type_34
15529,transit_server_type_34
15529,transit_server_type_35
14468,transit_server_type_35
14468,transit_server_type_34
13507,transit_server_type_34
13507,transit_server_type_35
3699,transit_server_type_35
3699,transit_server_type_34
14527,transit_server_type_34
14527,transit_server_type_35
3415,transit_server_type_35
3415,transit_server_type_34
6361,transit_server_type_34
6361,transit_server_type_35
10052,transit_server_type_34
10052,transit_server_type_35
4158,transit_server_type_35
4158,transit_server_type_34
8041,transit_server_type_35
8041,transit_server_type_34
18263,transit_server_type_34
18263,transit_server_type_35
12247,transit_server_type_35
12247,transit_server_type_34
15662,transit_server_type_34
15662,transit_server_type_35
8557,transit_server_type_34
8557,transit_server_type_35
7012,transit_server_type_34
7012,transit_server_type_35
16357,transit_server_type_35
16357,transit_server_type_34
14317,transit_server_type_34
14317,transit_server_type_35
6612,transit_server_type_35
6612,transit_server_type_34
9581,transit_server_type_34
9581,transit_server_type_35
18113,transit_server_type_34
18113,transit_server_type_35
10470,transit_server_type_34
10470,transit_server_type_35
17304,transit_server_type_35
17304,transit_server_type_34
13545,transit_server_type_35
2018,transit_server_type_34
2018,transit_server_type_35
16613,transit_server_type_35
16613,transit_server_type_34
6498,transit_server_type_34
6498,transit_server_type_35
9513,transit_server_type_34
9513,transit_server_type_35
9513,transit_server_type_20
2629,transit_server_type_35
2629,transit_server_type_34
3494,transit_server_type_34
3494,transit_server_type_35
10743,transit_server_type_35
10743,transit_server_type_34
5910,transit_server_type_34
5910,transit_server_type_35
2417,transit_server_type_35
2417,transit_server_type_20
2417,transit_server_type_34
2976,transit_server_type_34
2976,transit_server_type_35
3681,transit_server_type_34
3681,transit_server_type_35
7125,transit_server_type_35
7125,transit_server_type_20
8474,transit_server_type_34
8474,transit_server_type_35
501,transit_server_type_34
501,transit_server_type_35
5023,transit_server_type_35
5023,transit_server_type_34
895,transit_server_type_34
895,transit_server_type_35
8253,transit_server_type_34
8253,transit_server_type_35
14999,transit_server_type_34
14999,transit_server_type_35
13517,transit_server_type_34
13517,transit_server_type_35
12132,transit_server_type_35
12132,transit_server_type_34
7964,transit_server_type_35
7964,transit_server_type_34
11805,transit_server_type_35
11805,transit_server_type_34
3174,transit_server_type_35
3174,transit_server_type_34
17976,transit_server_type_35
17976,transit_server_type_34
8065,transit_server_type_35
8065,transit_server_type_34
436,transit_server_type_35
436,transit_server_type_34
11151,transit_server_type_34
11151,transit_server_type_20
11151,transit_server_type_35
8233,transit_server_type_35
8233,transit_server_type_20
8233,transit_server_type_34
12279,transit_server_type_35
12279,transit_server_type_34
12279,transit_server_type_20
7013,transit_server_type_35
7013,transit_server_type_34
7013,transit_server_type_20
9454,transit_server_type_35
9454,transit_server_type_34
8077,transit_server_type_34
8077,transit_server_type_35
8584,transit_server_type_34
8584,transit_server_type_35
12057,transit_server_type_35
12057,transit_server_type_34
6624,transit_server_type_35
6624,transit_server_type_34
4507,transit_server_type_35
4507,transit_server_type_34
14184,transit_server_type_35
14184,transit_server_type_34
3457,transit_server_type_34
3457,transit_server_type_35
6154,transit_server_type_20
6154,transit_server_type_35
6154,transit_server_type_34
36,transit_server_type_35
36,transit_server_type_34
13452,transit_server_type_34
13452,transit_server_type_35
18097,transit_server_type_34
18097,transit_server_type_35
12996,transit_server_type_35
12996,transit_server_type_34
1359,transit_server_type_35
1359,transit_server_type_34
15921,transit_server_type_34
15921,transit_server_type_35
15921,transit_server_type_20
10845,transit_server_type_34
10845,transit_server_type_35
198,transit_server_type_35
198,transit_server_type_34
198,transit_server_type_20
8372,transit_server_type_20
8372,transit_server_type_35
8372,transit_server_type_34
15406,transit_server_type_34
15406,transit_server_type_35
14677,transit_server_type_20
14677,transit_server_type_34
14677,transit_server_type_35
11212,transit_server_type_20
11212,transit_server_type_35
11212,transit_server_type_34
15008,transit_server_type_34
15008,transit_server_type_35
11908,transit_server_type_34
11908,transit_server_type_35
6596,transit_server_type_34
6596,transit_server_type_35
3643,transit_server_type_35
3643,transit_server_type_34
7134,transit_server_type_34
7134,transit_server_type_35
3182,transit_server_type_35
3182,transit_server_type_34
7973,transit_server_type_34
7973,transit_server_type_35
8700,transit_server_type_35
8700,transit_server_type_34
4634,transit_server_type_34
4634,transit_server_type_35
5219,transit_server_type_35
5219,transit_server_type_34
11560,transit_server_type_34
11560,transit_server_type_35
17011,transit_server_type_35
2891,transit_server_type_35
2729,transit_server_type_35
2046,transit_server_type_34
2046,transit_server_type_35
10503,transit_server_type_35
10503,transit_server_type_34
7776,transit_server_type_35
7776,transit_server_type_34
633,transit_server_type_34
633,transit_server_type_35
10106,transit_server_type_35
10106,transit_server_type_20
12189,transit_server_type_20
12189,transit_server_type_35
14571,transit_server_type_35
14571,transit_server_type_34
13324,transit_server_type_35
13324,transit_server_type_34
13324,transit_server_type_20
12250,transit_server_type_35
12250,transit_server_type_34
209,transit_server_type_35
209,transit_server_type_34
10118,transit_server_type_35
10118,transit_server_type_34
17710,transit_server_type_34
17710,transit_server_type_20
17710,transit_server_type_35
12598,transit_server_type_34
12598,transit_server_type_35
7399,transit_server_type_35
7399,transit_server_type_34
8652,transit_server_type_34
8652,transit_server_type_35
10959,transit_server_type_35
10959,transit_server_type_34
17306,transit_server_type_34
17306,transit_server_type_11
17306,transit_server_type_35
18105,transit_server_type_34
18105,transit_server_type_35
15119,transit_server_type_11
17020,transit_server_type_35
17020,transit_server_type_34
853,transit_server_type_35
853,transit_server_type_34
14395,transit_server_type_35
14395,transit_server_type_20
14796,transit_server_type_35
14796,transit_server_type_34
14796,transit_server_type_11
11947,transit_server_type_35
11947,transit_server_type_34
11947,transit_server_type_20
16799,transit_server_type_34
16799,transit_server_type_11
16799,transit_server_type_35
2828,transit_server_type_34
2828,transit_server_type_35
3859,transit_server_type_34
3859,transit_server_type_35
3859,transit_server_type_11
3999,transit_server_type_35
18415,transit_server_type_35
18415,transit_server_type_34
12193,transit_server_type_34
12193,transit_server_type_35
15,transit_server_type_35
15,transit_server_type_34
659,transit_server_type_35
3998,transit_server_type_35
3998,transit_server_type_34
1846,transit_server_type_34
1846,transit_server_type_35
13477,transit_server_type_35
13477,transit_server_type_34
5445,transit_server_type_35
5445,transit_server_type_34
4245,transit_server_type_35
6125,transit_server_type_34
6759,transit_server_type_35
6759,transit_server_type_34
18311,transit_server_type_34
18311,transit_server_type_35
8685,transit_server_type_35
8685,transit_server_type_34
12221,transit_server_type_34
12221,transit_server_type_35
5872,transit_server_type_34
5872,transit_server_type_35
7018,transit_server_type_34
7018,transit_server_type_35
1514,transit_server_type_35
1514,transit_server_type_34
12403,transit_server_type_34
12403,transit_server_type_35
2558,transit_server_type_34
2558,transit_server_type_35
1527,transit_server_type_11
15187,transit_server_type_11
15337,transit_server_type_11
11522,transit_server_type_11
11522,transit_server_type_21
11522,transit_server_type_20
3390,transit_server_type_11
2635,transit_server_type_11
6003,transit_server_type_11
16065,transit_server_type_20
6865,transit_server_type_11
11704,transit_server_type_11
5426,transit_server_type_54
9283,transit_server_type_11
16099,transit_server_type_11
4986,transit_server_type_11
3261,transit_server_type_11
16796,transit_server_type_11
783,transit_server_type_11
17555,transit_server_type_11
1134,transit_server_type_11
16120,transit_server_type_11
8447,transit_server_type_11
15996,transit_server_type_11
8706,transit_server_type_11
11663,transit_server_type_11
6203,transit_server_type_35
11639,transit_server_type_34
11639,transit_server_type_35
14531,transit_server_type_35
14531,transit_server_type_34
14570,transit_server_type_20
14570,transit_server_type_35
14570,transit_server_type_34
12727,transit_server_type_34
12727,transit_server_type_35
13139,transit_server_type_34
13139,transit_server_type_35
17532,transit_server_type_34
17532,transit_server_type_35
11279,transit_server_type_35
11279,transit_server_type_34
5362,transit_server_type_35
5362,transit_server_type_34
10562,transit_server_type_35
10562,transit_server_type_34
15065,transit_server_type_35
15065,transit_server_type_34
5649,transit_server_type_34
5649,transit_server_type_35
8536,transit_server_type_35
8536,transit_server_type_34
3603,transit_server_type_35
8377,transit_server_type_34
8377,transit_server_type_35
4635,transit_server_type_34
4635,transit_server_type_35
1926,transit_server_type_35
3150,transit_server_type_34
3150,transit_server_type_35
16069,transit_server_type_34
16069,transit_server_type_35
14496,transit_server_type_34
14496,transit_server_type_35
17545,transit_server_type_34
17545,transit_server_type_35
2585,transit_server_type_35
4676,transit_server_type_35
10719,transit_server_type_34
10719,transit_server_type_35
3389,transit_server_type_35
3389,transit_server_type_34
3080,transit_server_type_34
1263,transit_server_type_35
1263,transit_server_type_34
2199,transit_server_type_35
2199,transit_server_type_34
8095,transit_server_type_35
16454,transit_server_type_35
16454,transit_server_type_34
10533,transit_server_type_11
5274,transit_server_type_34
5274,transit_server_type_35
9038,transit_server_type_35
9038,transit_server_type_34
970,transit_server_type_35
970,transit_server_type_20
8839,transit_server_type_35
8839,transit_server_type_34
7743,transit_server_type_20
13083,transit_server_type_35
13083,transit_server_type_20
12461,transit_server_type_35
1950,transit_server_type_20
1950,transit_server_type_35
1731,transit_server_type_34
1731,transit_server_type_35
8241,transit_server_type_21
10735,transit_server_type_35
10735,transit_server_type_34
10019,transit_server_type_34
10019,transit_server_type_35
9331,transit_server_type_20
9331,transit_server_type_35
9331,transit_server_type_34
18464,transit_server_type_34
18464,transit_server_type_35
2575,transit_server_type_35
2575,transit_server_type_34
3541,transit_server_type_35
3541,transit_server_type_34
12468,transit_server_type_34
12468,transit_server_type_35
16896,transit_server_type_35
6398,transit_server_type_35
5318,transit_server_type_34
5318,transit_server_type_35
624,transit_server_type_34
15485,transit_server_type_34
15485,transit_server_type_35
15485,transit_server_type_20
10569,transit_server_type_34
10569,transit_server_type_35
2229,transit_server_type_35
3610,transit_server_type_35
11629,transit_server_type_35
11629,transit_server_type_34
8919,transit_server_type_34
8919,transit_server_type_35
12230,transit_server_type_34
12230,transit_server_type_35
12197,transit_server_type_34
12197,transit_server_type_35
4633,transit_server_type_35
4633,transit_server_type_34
14920,transit_server_type_11
14920,transit_server_type_34
5128,transit_server_type_21
5128,transit_server_type_36
13750,transit_server_type_35
13750,transit_server_type_34
827,transit_server_type_34
827,transit_server_type_35
827,transit_server_type_20
870,transit_server_type_34
870,transit_server_type_35
14524,transit_server_type_35
14524,transit_server_type_34
8470,transit_server_type_34
8470,transit_server_type_35
8470,transit_server_type_11
16173,transit_server_type_35
16173,transit_server_type_20
10205,transit_server_type_35
10205,transit_server_type_34
2490,transit_server_type_34
8101,transit_server_type_34
8101,transit_server_type_35
16008,transit_server_type_35
15999,transit_server_type_34
15999,transit_server_type_35
12719,transit_server_type_20
12719,transit_server_type_34
12719,transit_server_type_35
8942,transit_server_type_35
8942,transit_server_type_34
8942,transit_server_type_11
13567,transit_server_type_35
13567,transit_server_type_34
5314,transit_server_type_34
5314,transit_server_type_35
925,transit_server_type_35
925,transit_server_type_34
14791,transit_server_type_34
14791,transit_server_type_35
8578,transit_server_type_35
8578,transit_server_type_34
5172,transit_server_type_35
3926,transit_server_type_34
3926,transit_server_type_35
16161,transit_server_type_34
16161,transit_server_type_35
3622,transit_server_type_35
3622,transit_server_type_34
6599,transit_server_type_34
6599,transit_server_type_35
4540,transit_server_type_35
4540,transit_server_type_34
6779,transit_server_type_35
6779,transit_server_type_34
17798,transit_server_type_35
17798,transit_server_type_34
8027,transit_server_type_34
8027,transit_server_type_35
7272,transit_server_type_35
2179,transit_server_type_35
2179,transit_server_type_34
15837,transit_server_type_35
194,transit_server_type_35
6655,transit_server_type_35
6655,transit_server_type_34
707,transit_server_type_35
707,transit_server_type_34
16471,transit_server_type_34
16878,transit_server_type_34
16878,transit_server_type_35
18355,transit_server_type_35
18355,transit_server_type_34
5822,transit_server_type_34
5822,transit_server_type_35
14171,transit_server_type_11
14171,transit_server_type_32
3671,transit_server_type_11
8410,transit_server_type_24
744,transit_server_type_20
13044,transit_server_type_11
17651,transit_server_type_11
1383,transit_server_type_11
6905,transit_server_type_11
18112,transit_server_type_11
9719,transit_server_type_11
12544,transit_server_type_11
2472,transit_server_type_11
2639,transit_server_type_11
18175,transit_server_type_11
15063,transit_server_type_11
14092,transit_server_type_11
1117,transit_server_type_11
6548,transit_server_type_11
17389,transit_server_type_11
1886,transit_server_type_11
11096,transit_server_type_11
3321,transit_server_type_34
3321,transit_server_type_35
8717,transit_server_type_34
8717,transit_server_type_35
18354,transit_server_type_34
18354,transit_server_type_35
11528,transit_server_type_34
11528,transit_server_type_35
6787,transit_server_type_34
6787,transit_server_type_35
8180,transit_server_type_20
8180,transit_server_type_34
8180,transit_server_type_35
17888,transit_server_type_11
10879,transit_server_type_35
10879,transit_server_type_34
6080,transit_server_type_34
6080,transit_server_type_35
12471,transit_server_type_20
12471,transit_server_type_35
4568,transit_server_type_34
4568,transit_server_type_35
8370,transit_server_type_35
6295,transit_server_type_35
13576,transit_server_type_35
13576,transit_server_type_34
6266,transit_server_type_35
6266,transit_server_type_34
6266,transit_server_type_20
16813,transit_server_type_34
16813,transit_server_type_35
16813,transit_server_type_11
14861,transit_server_type_34
14861,transit_server_type_35
10008,transit_server_type_35
10008,transit_server_type_34
16582,transit_server_type_35
16582,transit_server_type_34
16582,transit_server_type_20
17905,transit_server_type_11
12257,transit_server_type_35
12257,transit_server_type_34
12814,transit_server_type_35
6118,transit_server_type_35
6118,transit_server_type_34
4778,transit_server_type_34
4778,transit_server_type_35
18317,transit_server_type_35
14026,transit_server_type_34
14026,transit_server_type_35
3991,transit_server_type_34
3991,transit_server_type_35
5533,transit_server_type_11
4187,transit_server_type_35
4187,transit_server_type_34
2602,transit_server_type_11
2602,transit_server_type_35
2602,transit_server_type_34
10181,transit_server_type_35
10181,transit_server_type_34
10181,transit_server_type_11
10181,transit_server_type_20
6980,transit_server_type_34
6980,transit_server_type_35
4647,transit_server_type_35
4647,transit_server_type_34
4647,transit_server_type_20
14133,transit_server_type_34
14133,transit_server_type_11
14133,transit_server_type_35
18449,transit_server_type_35
16545,transit_server_type_20
16545,transit_server_type_34
16545,transit_server_type_35
32,transit_server_type_35
32,transit_server_type_34
8307,transit_server_type_35
8307,transit_server_type_34
18070,transit_server_type_35
15098,transit_server_type_20
15098,transit_server_type_35
15344,transit_server_type_34
15344,transit_server_type_35
1109,transit_server_type_21
1109,transit_server_type_11
17390,transit_server_type_34
18272,transit_server_type_34
3570,transit_server_type_35
3570,transit_server_type_20
3570,transit_server_type_34
10576,transit_server_type_34
10576,transit_server_type_35
10576,transit_server_type_11
16261,transit_server_type_35
12374,transit_server_type_35
12374,transit_server_type_34
11373,transit_server_type_35
11373,transit_server_type_34
3646,transit_server_type_20
3646,transit_server_type_35
9193,transit_server_type_35
15533,transit_server_type_35
15533,transit_server_type_34
16269,transit_server_type_34
16269,transit_server_type_35
1516,transit_server_type_34
1516,transit_server_type_35
6490,transit_server_type_35
6490,transit_server_type_34
17275,transit_server_type_11
5598,transit_server_type_34
12110,transit_server_type_34
14365,transit_server_type_20
14365,transit_server_type_35
11000,transit_server_type_34
11000,transit_server_type_20
11000,transit_server_type_35
16415,transit_server_type_35
2047,transit_server_type_11
15232,transit_server_type_20
15232,transit_server_type_35
11447,transit_server_type_34
11447,transit_server_type_35
6773,transit_server_type_34
15196,transit_server_type_35
7966,transit_server_type_35
7966,transit_server_type_34
8812,transit_server_type_35
8812,transit_server_type_34
8895,transit_server_type_21
16651,transit_server_type_34
16651,transit_server_type_35
3385,transit_server_type_34
3385,transit_server_type_35
7440,transit_server_type_35
7440,transit_server_type_20
7440,transit_server_type_34
10164,transit_server_type_20
10164,transit_server_type_11
10093,transit_server_type_35
16881,transit_server_type_34
16881,transit_server_type_35
463,transit_server_type_34
463,transit_server_type_35
4345,transit_server_type_34
4345,transit_server_type_35
13582,transit_server_type_34
9448,transit_server_type_34
9448,transit_server_type_35
7549,transit_server_type_35
16414,transit_server_type_11
5119,transit_server_type_11
17427,transit_server_type_11
7071,transit_server_type_35
7071,transit_server_type_34
13982,transit_server_type_34
13982,transit_server_type_35
17626,transit_server_type_34
17626,transit_server_type_35
10281,transit_server_type_34
10281,transit_server_type_35
11645,transit_server_type_20
11645,transit_server_type_35
15449,transit_server_type_34
15449,transit_server_type_35
18281,transit_server_type_35
18281,transit_server_type_34
11834,transit_server_type_35
11834,transit_server_type_34
4581,transit_server_type_35
4581,transit_server_type_34
1788,transit_server_type_34
1788,transit_server_type_35
368,transit_server_type_35
368,transit_server_type_34
4579,transit_server_type_35
4579,transit_server_type_34
9164,transit_server_type_35
9164,transit_server_type_34
11584,transit_server_type_35
11584,transit_server_type_34
101,transit_server_type_34
101,transit_server_type_35
5940,transit_server_type_34
5940,transit_server_type_35
16629,transit_server_type_35
11465,transit_server_type_35
11465,transit_server_type_34
7836,transit_server_type_34
7836,transit_server_type_35
15389,transit_server_type_34
15389,transit_server_type_35
15242,transit_server_type_35
15242,transit_server_type_34
6024,transit_server_type_35
6024,transit_server_type_20
6024,transit_server_type_34
2081,transit_server_type_35
2081,transit_server_type_34
9495,transit_server_type_20
9495,transit_server_type_35
766,transit_server_type_35
766,transit_server_type_34
7162,transit_server_type_34
7162,transit_server_type_35
8274,transit_server_type_34
8274,transit_server_type_35
15815,transit_server_type_34
15815,transit_server_type_35
7029,transit_server_type_34
7029,transit_server_type_20
7029,transit_server_type_35
3688,transit_server_type_35
1358,transit_server_type_34
1358,transit_server_type_35
18060,transit_server_type_34
18060,transit_server_type_35
15790,transit_server_type_34
15790,transit_server_type_35
1557,transit_server_type_34
1557,transit_server_type_35
16026,transit_server_type_20
16026,transit_server_type_35
15004,transit_server_type_34
11857,transit_server_type_34
11857,transit_server_type_35
8432,transit_server_type_35
8432,transit_server_type_34
18028,transit_server_type_35
7267,transit_server_type_34
7267,transit_server_type_35
17641,transit_server_type_34
17641,transit_server_type_35
4702,transit_server_type_35
8085,transit_server_type_35
8085,transit_server_type_34
13581,transit_server_type_34
13581,transit_server_type_35
8216,transit_server_type_35
13902,transit_server_type_35
13902,transit_server_type_34
3155,transit_server_type_35
3155,transit_server_type_34
17106,transit_server_type_34
17106,transit_server_type_35
8035,transit_server_type_34
8035,transit_server_type_35
17531,transit_server_type_34
17531,transit_server_type_35
6180,transit_server_type_34
6180,transit_server_type_35
16860,transit_server_type_35
16860,transit_server_type_34
9247,transit_server_type_35
9247,transit_server_type_34
7236,transit_server_type_35
7236,transit_server_type_34
9292,transit_server_type_35
7531,transit_server_type_35
15632,transit_server_type_34
15632,transit_server_type_35
17921,transit_server_type_35
17921,transit_server_type_34
5117,transit_server_type_34
15034,transit_server_type_35
15034,transit_server_type_34
15034,transit_server_type_21
11180,transit_server_type_34
11180,transit_server_type_35
10772,transit_server_type_34
10772,transit_server_type_35
18305,transit_server_type_34
18305,transit_server_type_35
15666,transit_server_type_34
15666,transit_server_type_35
1155,transit_server_type_34
13761,transit_server_type_35
4362,transit_server_type_20
4362,transit_server_type_34
4362,transit_server_type_35
15764,transit_server_type_34
15764,transit_server_type_20
15764,transit_server_type_35
2140,transit_server_type_35
2140,transit_server_type_34
6659,transit_server_type_35
6659,transit_server_type_34
14621,transit_server_type_35
14621,transit_server_type_34
8829,transit_server_type_35
8829,transit_server_type_34
12758,transit_server_type_20
14980,transit_server_type_35
17763,transit_server_type_35
16927,transit_server_type_35
11657,transit_server_type_20
11657,transit_server_type_34
11657,transit_server_type_35
1977,transit_server_type_35
1977,transit_server_type_34
10778,transit_server_type_35
10778,transit_server_type_34
18204,transit_server_type_35
18204,transit_server_type_34
7675,transit_server_type_35
7675,transit_server_type_34
10833,transit_server_type_34
12392,transit_server_type_35
13138,transit_server_type_34
13138,transit_server_type_35
5892,transit_server_type_35
5892,transit_server_type_20
5892,transit_server_type_34
4030,transit_server_type_35
4030,transit_server_type_20
11587,transit_server_type_34
11587,transit_server_type_35
11890,transit_server_type_35
11890,transit_server_type_34
12081,transit_server_type_21
15125,transit_server_type_35
15125,transit_server_type_34
15785,transit_server_type_35
11975,transit_server_type_20
11975,transit_server_type_35
11975,transit_server_type_34
12439,transit_server_type_35
12439,transit_server_type_20
17795,transit_server_type_11
17795,transit_server_type_35
17795,transit_server_type_34
12458,transit_server_type_34
12458,transit_server_type_11
1463,transit_server_type_35
1463,transit_server_type_20
1463,transit_server_type_34
14843,transit_server_type_35
14843,transit_server_type_20
941,transit_server_type_35
941,transit_server_type_11
941,transit_server_type_34
6942,transit_server_type_11
6942,transit_server_type_34
6942,transit_server_type_35
1232,transit_server_type_20
1232,transit_server_type_34
1232,transit_server_type_35
6959,transit_server_type_11
6959,transit_server_type_35
6959,transit_server_type_34
8382,transit_server_type_35
8382,transit_server_type_34
15241,transit_server_type_34
15241,transit_server_type_35
15241,transit_server_type_11
12656,transit_server_type_11
9818,transit_server_type_35
2230,transit_server_type_35
2230,transit_server_type_34
2230,transit_server_type_11
5974,transit_server_type_21
4211,transit_server_type_11
14601,transit_server_type_11
10710,transit_server_type_12
10710,transit_server_type_11
5078,transit_server_type_11
5078,transit_server_type_34
10235,transit_server_type_34
10235,transit_server_type_11
10235,transit_server_type_35
2693,transit_server_type_34
2693,transit_server_type_35
14301,transit_server_type_11
14301,transit_server_type_20
14301,transit_server_type_34
14301,transit_server_type_35
12295,transit_server_type_35
15409,transit_server_type_35
15409,transit_server_type_34
15409,transit_server_type_11
1720,transit_server_type_20
1720,transit_server_type_34
1720,transit_server_type_35
3788,transit_server_type_20
3788,transit_server_type_35
16150,transit_server_type_20
7455,transit_server_type_20
14492,transit_server_type_11
15980,transit_server_type_35
15980,transit_server_type_20
15980,transit_server_type_34
2840,transit_server_type_35
916,transit_server_type_34
916,transit_server_type_35
11362,transit_server_type_35
11362,transit_server_type_34
2632,transit_server_type_34
2632,transit_server_type_35
14826,transit_server_type_34
14826,transit_server_type_35
3804,transit_server_type_34
3804,transit_server_type_35
10385,transit_server_type_35
10385,transit_server_type_34
6919,transit_server_type_35
6919,transit_server_type_34
6052,transit_server_type_34
6052,transit_server_type_35
5283,transit_server_type_34
5283,transit_server_type_35
16127,transit_server_type_35
16127,transit_server_type_34
6139,transit_server_type_34
6139,transit_server_type_35
5542,transit_server_type_34
5542,transit_server_type_35
13288,transit_server_type_34
13288,transit_server_type_35
4428,transit_server_type_34
4428,transit_server_type_35
14600,transit_server_type_34
14600,transit_server_type_35
17769,transit_server_type_34
17769,transit_server_type_35
80,transit_server_type_11
6535,transit_server_type_20
17970,transit_server_type_35
17970,transit_server_type_34
17970,transit_server_type_20
12248,transit_server_type_35
12248,transit_server_type_34
10684,transit_server_type_20
13466,transit_server_type_35
13466,transit_server_type_34
2993,transit_server_type_34
2993,transit_server_type_35
13231,transit_server_type_34
13231,transit_server_type_35
13231,transit_server_type_11
5644,transit_server_type_20
5644,transit_server_type_35
4462,transit_server_type_35
5748,transit_server_type_34
5748,transit_server_type_35
8471,transit_server_type_34
8471,transit_server_type_35
6721,transit_server_type_35
6721,transit_server_type_34
1213,transit_server_type_35
1213,transit_server_type_34
1213,transit_server_type_20
2800,transit_server_type_35
2800,transit_server_type_34
15739,transit_server_type_20
6404,transit_server_type_34
6404,transit_server_type_35
3074,transit_server_type_35
3074,transit_server_type_34
11379,transit_server_type_34
11379,transit_server_type_35
1659,transit_server_type_35
1353,transit_server_type_35
18344,transit_server_type_35
11406,transit_server_type_34
13261,transit_server_type_35
11799,transit_server_type_35
11799,transit_server_type_20
2581,transit_server_type_20
2581,transit_server_type_35
3613,transit_server_type_20
3613,transit_server_type_35
8292,transit_server_type_20
8292,transit_server_type_21
11893,transit_server_type_34
11893,transit_server_type_35
15995,transit_server_type_35
15995,transit_server_type_34
9386,transit_server_type_13
9386,transit_server_type_11
1984,transit_server_type_11
1984,transit_server_type_13
7039,transit_server_type_11
16248,transit_server_type_11
5110,transit_server_type_13
3193,transit_server_type_11
3193,transit_server_type_18
3193,transit_server_type_13
972,transit_server_type_20
5013,transit_server_type_13
5013,transit_server_type_11
11825,transit_server_type_13
11825,transit_server_type_18
11825,transit_server_type_11
2907,transit_server_type_11
2907,transit_server_type_13
2907,transit_server_type_18
6912,transit_server_type_13
6912,transit_server_type_11
17459,transit_server_type_18
17459,transit_server_type_11
17459,transit_server_type_13
3372,transit_server_type_18
3372,transit_server_type_13
3372,transit_server_type_11
18501,transit_server_type_11
18501,transit_server_type_13
15862,transit_server_type_14
15862,transit_server_type_11
12445,transit_server_type_11
12445,transit_server_type_18
12445,transit_server_type_13
7611,transit_server_type_11
7611,transit_server_type_13
12253,transit_server_type_13
12253,transit_server_type_11
15276,transit_server_type_11
15276,transit_server_type_13
14010,transit_server_type_11
14010,transit_server_type_13
4318,transit_server_type_11
4318,transit_server_type_13
12990,transit_server_type_13
12990,transit_server_type_11
7026,transit_server_type_11
16807,transit_server_type_11
16807,transit_server_type_20
10117,transit_server_type_11
6590,transit_server_type_20
13648,transit_server_type_35
13648,transit_server_type_34
8503,transit_server_type_35
8503,transit_server_type_20
8503,transit_server_type_34
1721,transit_server_type_35
3059,transit_server_type_20
3059,transit_server_type_35
10635,transit_server_type_35
10635,transit_server_type_34
11068,transit_server_type_35
11068,transit_server_type_34
7484,transit_server_type_35
7484,transit_server_type_20
7484,transit_server_type_34
1779,transit_server_type_35
1779,transit_server_type_34
384,transit_server_type_35
384,transit_server_type_34
11822,transit_server_type_35
11822,transit_server_type_34
9222,transit_server_type_34
9222,transit_server_type_35
9222,transit_server_type_11
1429,transit_server_type_34
1429,transit_server_type_11
1429,transit_server_type_35
5264,transit_server_type_11
5264,transit_server_type_34
5264,transit_server_type_35
1967,transit_server_type_34
1967,transit_server_type_35
18485,transit_server_type_20
18485,transit_server_type_35
18485,transit_server_type_34
16678,transit_server_type_11
16678,transit_server_type_34
16678,transit_server_type_35
10265,transit_server_type_35
10265,transit_server_type_34
2144,transit_server_type_34
2144,transit_server_type_35
1038,transit_server_type_35
1038,transit_server_type_34
16382,transit_server_type_11
16382,transit_server_type_35
809,transit_server_type_35
809,transit_server_type_20
867,transit_server_type_35
867,transit_server_type_11
867,transit_server_type_34
15333,transit_server_type_35
14674,transit_server_type_35
14674,transit_server_type_34
4176,transit_server_type_20
4176,transit_server_type_35
4176,transit_server_type_34
4890,transit_server_type_34
648,transit_server_type_34
648,transit_server_type_35
15149,transit_server_type_35
12747,transit_server_type_34
12747,transit_server_type_35
15285,transit_server_type_34
15285,transit_server_type_35
3086,transit_server_type_35
3086,transit_server_type_34
2748,transit_server_type_35
2748,transit_server_type_20
13623,transit_server_type_35
13623,transit_server_type_20
13623,transit_server_type_34
16022,transit_server_type_35
16022,transit_server_type_20
14172,transit_server_type_35
14172,transit_server_type_34
16513,transit_server_type_34
16513,transit_server_type_35
2995,transit_server_type_34
2995,transit_server_type_35
7945,transit_server_type_35
16556,transit_server_type_20
16556,transit_server_type_35
15103,transit_server_type_34
15103,transit_server_type_35
6893,transit_server_type_35
7343,transit_server_type_35
7343,transit_server_type_34
5125,transit_server_type_34
5125,transit_server_type_35
10677,transit_server_type_34
10677,transit_server_type_35
126,transit_server_type_34
9106,transit_server_type_20
15502,transit_server_type_34
3237,transit_server_type_35
3237,transit_server_type_34
6795,transit_server_type_20
6795,transit_server_type_34
6795,transit_server_type_35
