id,area_code,outage_duration
16247,area_498,0
11149,area_476,0
10488,area_124,0
9226,area_322,1
6978,area_149,0
3855,area_793,0
17989,area_409,0
13250,area_522,0
1409,area_723,0
12544,area_17,1
3691,area_1055,0
9104,area_735,0
18227,area_126,0
13947,area_641,2
11280,area_837,1
16154,area_699,0
5423,area_810,2
17051,area_964,0
17521,area_638,0
1028,area_332,1
15957,area_485,0
8026,area_509,0
2917,area_1103,2
7049,area_1008,0
430,area_1100,1
15548,area_765,0
3297,area_280,0
8063,area_944,1
14687,area_742,0
5476,area_1019,2
8794,area_229,0
11759,area_507,0
16446,area_488,0
11956,area_122,0
14363,area_122,0
11640,area_471,0
3611,area_995,2
6280,area_244,0
12256,area_497,0
506,area_756,0
18357,area_707,0
17142,area_475,0
14955,area_292,0
17491,area_691,0
9444,area_846,0
15585,area_122,0
9584,area_500,0
13206,area_967,2
14064,area_380,0
11631,area_878,0
9367,area_378,0
1218,area_496,0
11947,area_159,0
14572,area_998,1
11660,area_615,0
4833,area_107,1
491,area_808,0
9048,area_957,2
14294,area_133,0
10708,area_925,0
6705,area_73,0
12538,area_976,1
8309,area_1104,0
4399,area_95,0
4443,area_514,0
16123,area_603,0
17844,area_242,0
1672,area_288,0
9400,area_126,0
8611,area_821,2
12788,area_803,0
11224,area_823,0
2368,area_494,0
12757,area_814,0
14740,area_814,0
11194,area_1032,1
5523,area_637,0
7305,area_734,2
8202,area_1049,1
4802,area_296,1
9774,area_704,1
17576,area_808,0
12621,area_514,0
93,area_1086,0
14688,area_450,0
15147,area_810,0
12069,area_243,0
12514,area_363,0
8040,area_675,1
12344,area_1056,1
15807,area_450,0
15637,area_493,0
3982,area_116,0
17525,area_1018,1
8638,area_961,0
1936,area_298,0
9234,area_818,1
10776,area_407,1
15676,area_102,0
11624,area_906,0
11817,area_984,2
5364,area_504,0
1915,area_794,0
5459,area_878,0
8189,area_526,0
5745,area_242,0
3544,area_798,1
6302,area_501,0
13956,area_921,0
13447,area_1100,2
9882,area_506,0
8574,area_378,0
6999,area_491,0
10844,area_1011,1
12584,area_471,0
624,area_165,1
4351,area_684,0
5458,area_534,0
6846,area_976,1
13807,area_893,0
13232,area_856,1
13682,area_124,0
7705,area_810,2
13462,area_495,0
9901,area_707,0
13201,area_242,0
16796,area_16,1
3417,area_584,0
14288,area_125,0
3558,area_137,0
15248,area_7,1
3730,area_1100,1
1164,area_794,2
14993,area_921,2
5957,area_135,0
10501,area_1052,0
6821,area_118,0
14659,area_744,0
4115,area_471,0
2520,area_427,0
16304,area_704,2
7311,area_1062,0
14746,area_509,0
7446,area_795,0
7344,area_424,0
13813,area_857,1
10580,area_1060,0
2383,area_925,0
4864,area_245,0
61,area_284,1
15473,area_641,0
15178,area_507,0
7048,area_447,1
2476,area_107,0
716,area_895,2
5991,area_931,0
16766,area_816,1
9865,area_380,0
9489,area_644,0
1101,area_465,0
1675,area_91,0
9604,area_462,0
13205,area_845,2
9602,area_420,1
11608,area_826,1
8159,area_1017,1
14303,area_830,1
13754,area_613,2
2266,area_704,1
9539,area_520,0
1749,area_641,1
15939,area_237,0
13713,area_350,1
13779,area_441,0
2064,area_459,0
15522,area_1048,1
13919,area_1083,0
13725,area_469,0
14801,area_413,1
6347,area_1066,0
1572,area_208,0
12449,area_946,0
146,area_505,0
5387,area_821,2
13793,area_846,2
5009,area_601,0
8928,area_324,0
8158,area_478,0
4693,area_836,0
14043,area_484,0
16687,area_1090,1
15848,area_834,0
13815,area_734,2
10457,area_49,0
3011,area_601,1
8263,area_1010,1
13389,area_33,0
1,area_601,1
15381,area_1008,2
15386,area_846,2
11482,area_930,0
5897,area_835,0
409,area_808,0
18498,area_892,0
11469,area_229,0
952,area_13,0
13834,area_149,0
8991,area_12,1
13241,area_814,0
6311,area_705,2
8069,area_500,0
14430,area_135,0
11348,area_702,1
14396,area_242,0
18443,area_1107,1
3141,area_755,0
9463,area_118,0
14324,area_883,0
7904,area_684,0
4429,area_846,0
13650,area_732,0
5573,area_823,1
11306,area_494,0
10426,area_563,0
17196,area_919,0
8937,area_1109,1
242,area_1031,0
8599,area_1026,1
8594,area_89,1
15673,area_771,1
391,area_149,0
1504,area_124,0
5310,area_834,1
5201,area_242,0
7883,area_989,1
5028,area_962,1
8911,area_415,1
3018,area_891,0
13857,area_461,0
17265,area_1061,2
13644,area_303,0
16151,area_704,0
9292,area_181,0
16906,area_653,2
14658,area_276,0
14642,area_497,0
12650,area_100,0
7287,area_836,0
16450,area_619,2
856,area_330,1
8284,area_763,1
13499,area_810,1
5614,area_737,1
3198,area_756,0
15107,area_713,0
13642,area_1100,2
7844,area_800,0
18527,area_135,1
8287,area_320,1
3913,area_123,0
8546,area_1107,0
6780,area_609,0
11757,area_673,1
7672,area_501,0
9424,area_124,0
11262,area_821,0
1603,area_737,0
8927,area_468,0
4249,area_1026,0
412,area_1080,1
17220,area_646,2
9115,area_91,0
8605,area_466,0
17229,area_871,0
18392,area_418,1
260,area_653,0
16203,area_699,0
14265,area_945,0
6731,area_494,0
6629,area_1100,1
11276,area_962,0
8022,area_826,1
2708,area_311,0
14906,area_760,0
18071,area_976,0
6897,area_1051,2
14892,area_522,0
4582,area_802,0
15387,area_684,0
7352,area_478,0
11729,area_887,0
18528,area_1042,2
18203,area_798,0
10644,area_498,0
1754,area_423,1
9737,area_130,1
17061,area_822,0
4630,area_1008,0
4935,area_821,1
4295,area_498,0
3992,area_378,0
4469,area_1067,0
17005,area_60,1
7717,area_471,0
6423,area_151,0
10299,area_257,0
1999,area_600,0
14996,area_763,2
11424,area_477,0
13732,area_1066,0
14286,area_849,0
10700,area_498,0
9942,area_255,0
8529,area_1061,1
7987,area_116,1
1582,area_476,0
15895,area_889,0
17381,area_600,0
10371,area_496,0
5868,area_498,0
15725,area_118,0
4106,area_724,2
8380,area_628,0
16805,area_1105,0
9246,area_506,0
239,area_881,1
2781,area_1109,0
16349,area_1107,2
12953,area_704,0
3384,area_9,0
17174,area_518,0
4031,area_34,0
11243,area_696,0
1400,area_375,0
9631,area_600,2
7848,area_390,1
9883,area_979,0
11527,area_763,2
178,area_939,0
8578,area_169,1
3741,area_991,2
622,area_856,1
13118,area_290,1
682,area_455,0
9884,area_779,2
7755,area_478,0
9928,area_1019,2
18029,area_798,1
14718,area_826,1
7676,area_995,2
11442,area_893,0
18442,area_902,1
14846,area_893,0
2896,area_1053,0
16888,area_258,0
15325,area_813,1
1071,area_445,0
4936,area_794,0
18031,area_369,0
10432,area_895,1
5727,area_119,0
204,area_505,0
358,area_1104,1
5153,area_475,0
15649,area_622,0
4077,area_255,0
15071,area_943,1
432,area_255,0
4856,area_820,1
8210,area_767,1
17323,area_745,1
6210,area_471,0
7274,area_830,1
17233,area_547,0
3660,area_823,0
6211,area_1100,2
1282,area_957,0
1473,area_945,1
14975,area_646,1
1882,area_846,1
16293,area_409,0
480,area_899,0
1490,area_344,0
408,area_232,0
10809,area_893,0
5385,area_244,0
17583,area_479,0
5347,area_889,0
16014,area_242,0
9514,area_1102,0
14146,area_676,0
12264,area_942,0
16755,area_475,0
5764,area_629,0
18399,area_1014,2
9577,area_957,0
4921,area_244,0
2068,area_735,0
4974,area_12,0
6081,area_704,0
9907,area_1008,0
10319,area_1007,0
94,area_1111,2
7740,area_821,1
5148,area_613,1
14591,area_760,0
14357,area_122,0
16781,area_1014,1
8685,area_159,0
9213,area_213,1
13751,area_767,0
687,area_638,2
7976,area_144,1
17502,area_1024,0
1269,area_963,0
4863,area_613,0
10132,area_810,1
4930,area_91,0
6350,area_255,1
11188,area_895,2
13120,area_288,0
10268,area_893,0
6900,area_9,0
8397,area_475,0
8244,area_314,1
14994,area_1029,0
1691,area_518,0
2684,area_484,0
13179,area_810,0
12906,area_337,1
6665,area_4,1
5311,area_836,0
15965,area_97,0
1824,area_800,0
11121,area_477,0
234,area_714,1
7157,area_476,0
12975,area_471,0
11733,area_311,0
4865,area_116,0
13005,area_1042,0
14441,area_744,1
14769,area_292,1
15672,area_1050,0
7558,area_684,2
7528,area_471,0
2190,area_734,2
5243,area_984,0
722,area_1007,0
16733,area_1069,0
9641,area_294,1
3642,area_276,0
11313,area_1010,1
7044,area_460,0
2977,area_13,2
6675,area_896,0
4966,area_488,0
2096,area_135,0
11477,area_496,0
5320,area_1019,2
15851,area_627,0
4009,area_731,0
11038,area_102,0
9183,area_286,1
787,area_897,2
1031,area_763,1
2803,area_484,0
2773,area_825,1
10146,area_1072,0
897,area_373,0
14518,area_445,0
7291,area_957,0
18377,area_240,1
10329,area_1019,0
17409,area_816,2
15157,area_1049,2
5580,area_644,0
9328,area_726,2
8168,area_1102,0
18231,area_90,0
9267,area_500,0
299,area_445,0
7930,area_126,0
2434,area_810,2
7007,area_1049,0
1310,area_836,0
6289,area_976,0
16879,area_695,0
6818,area_1026,1
7147,area_242,0
14741,area_649,0
1795,area_805,0
17184,area_839,0
9303,area_931,2
16244,area_793,0
14643,area_501,0
1165,area_509,0
15119,area_159,1
16001,area_254,0
6152,area_837,1
9586,area_890,0
15796,area_122,0
1852,area_794,0
18037,area_981,0
7254,area_810,1
8789,area_1052,2
323,area_763,1
8238,area_314,0
8340,area_255,0
18492,area_135,0
7104,area_369,0
10617,area_236,0
12277,area_1107,2
6381,area_737,0
5369,area_506,0
12827,area_286,1
4989,area_794,0
3152,area_653,2
8090,area_946,0
18080,area_122,0
9377,area_793,0
7585,area_1008,1
16065,area_16,0
4573,area_664,0
13594,area_128,0
387,area_957,0
9617,area_91,0
4460,area_1030,0
14739,area_864,1
9147,area_834,0
15922,area_831,1
11006,area_707,0
4844,area_380,0
6185,area_1099,0
1352,area_618,1
17788,area_296,0
18524,area_834,1
6689,area_102,0
16458,area_278,0
12372,area_493,0
13593,area_786,0
6002,area_477,0
17401,area_124,0
9581,area_155,0
3255,area_95,0
8052,area_704,2
17319,area_455,0
16780,area_343,0
1441,area_549,0
10882,area_704,1
4931,area_441,1
406,area_13,2
3076,area_380,0
14060,area_1065,0
5193,area_798,0
17152,area_818,1
7476,area_1031,1
9079,area_814,0
1210,area_448,0
4973,area_1100,2
5417,area_918,1
14727,area_91,0
15931,area_494,0
5598,area_175,1
14954,area_1106,1
3645,area_243,0
15331,area_1100,2
4800,area_957,0
1405,area_126,0
16549,area_943,1
12950,area_826,0
7564,area_303,1
1916,area_91,0
9970,area_844,1
14076,area_834,1
15821,area_893,1
13334,area_1099,0
7179,area_1058,1
16673,area_976,0
17446,area_4,1
7424,area_521,0
6569,area_696,0
6886,area_562,0
11191,area_126,0
972,area_2,0
11711,area_394,1
8229,area_891,0
6341,area_938,1
11435,area_723,1
12215,area_122,0
5904,area_135,0
8694,area_1015,1
4524,area_810,0
17714,area_734,0
732,area_909,0
7682,area_923,0
6776,area_652,1
13842,area_536,1
6740,area_707,0
8888,area_419,1
3695,area_1067,1
4076,area_790,0
2792,area_619,0
11907,area_515,0
300,area_691,1
9504,area_695,2
9875,area_518,0
4305,area_91,0
14281,area_1097,1
3794,area_1047,0
12803,area_846,1
13273,area_1010,1
14273,area_135,0
11067,area_149,0
6914,area_1,0
16627,area_976,2
154,area_257,1
6800,area_769,2
17873,area_135,1
4123,area_627,1
1421,area_653,2
18036,area_7,0
9278,area_95,0
9780,area_737,1
4205,area_632,0
10758,area_737,1
7942,area_280,0
6477,area_282,0
2388,area_744,2
3386,area_989,1
4218,area_618,1
10984,area_584,0
3798,area_242,0
15410,area_816,0
251,area_122,0
1312,area_505,0
11969,area_1082,0
13498,area_648,0
6,area_332,1
7379,area_500,0
5509,area_837,0
12942,area_479,0
4114,area_273,0
1482,area_22,0
3911,area_471,0
3063,area_653,2
4475,area_365,1
5062,area_374,0
9531,area_371,1
17811,area_1100,1
8383,area_700,1
5444,area_1086,0
11930,area_380,0
1006,area_603,0
2352,area_476,0
12694,area_1107,2
9324,area_891,0
3166,area_839,1
9089,area_122,0
15870,area_646,0
3748,area_962,0
10409,area_1015,0
17057,area_122,0
16926,area_91,0
13094,area_1056,1
9885,area_1031,1
17389,area_17,1
6891,area_1063,0
10198,area_253,0
1645,area_653,1
17276,area_469,0
13233,area_477,0
715,area_445,0
8879,area_155,0
4513,area_466,0
13166,area_836,0
14434,area_754,0
3823,area_734,0
3153,area_798,2
9936,area_260,1
18230,area_931,0
16222,area_600,2
5818,area_839,1
8525,area_704,1
8213,area_726,1
4493,area_821,0
1159,area_234,0
5129,area_851,1
49,area_484,0
2299,area_382,0
17364,area_1099,0
4794,area_485,0
7281,area_396,0
6995,area_734,2
14561,area_468,0
14831,area_504,0
18256,area_821,0
3259,area_92,0
660,area_124,0
14672,area_691,0
10989,area_147,0
2144,area_204,0
16074,area_653,2
7950,area_403,0
243,area_520,0
7919,area_724,1
16921,area_766,0
6426,area_8,0
16088,area_653,1
2980,area_839,0
10376,area_1107,2
16900,area_793,0
3118,area_707,0
10294,area_600,2
12831,area_638,2
10438,area_208,1
3277,area_459,0
10977,area_1017,0
400,area_1017,1
16526,area_644,0
14715,area_838,0
2312,area_592,1
15189,area_7,0
12746,area_128,0
7337,area_889,0
943,area_252,0
18035,area_557,0
13872,area_1084,0
2592,area_834,2
11192,area_885,1
8767,area_508,0
11039,area_737,0
11083,area_149,0
1112,area_794,0
10185,area_1052,2
9417,area_518,0
8064,area_845,0
1444,area_1052,1
13544,area_476,0
12530,area_946,0
2734,area_1010,0
14481,area_326,0
1533,area_475,0
17058,area_9,0
17241,area_814,0
4727,area_418,1
14229,area_1094,0
7891,area_481,0
2209,area_963,0
5609,area_1100,2
9273,area_244,0
8908,area_1063,0
4292,area_1095,0
16756,area_744,0
259,area_282,0
15837,area_169,0
4362,area_183,0
6286,area_325,0
12053,area_881,1
9470,area_1118,1
4028,area_484,0
14985,area_851,1
1309,area_1117,1
6262,area_1052,1
14095,area_382,0
16312,area_141,0
13907,area_765,1
11359,area_114,1
8969,area_126,0
497,area_253,0
5040,area_149,0
13406,area_794,0
13889,area_894,0
16291,area_821,0
12291,area_664,0
12763,area_124,0
4861,area_1017,1
8193,area_1010,1
4080,area_62,1
9566,area_808,0
19,area_644,1
18281,area_181,0
13864,area_1049,0
10161,area_1007,0
1847,area_477,0
9091,area_821,0
18184,area_823,0
8216,area_181,0
6523,area_496,0
17646,area_756,1
9040,area_1107,2
16742,area_814,0
3442,area_809,0
2671,area_256,0
6722,area_465,0
4170,area_1065,0
1861,area_627,1
13838,area_1007,0
5774,area_208,0
15104,area_599,0
4169,area_704,1
11517,area_942,1
11400,area_827,1
8732,area_124,0
2151,area_305,0
11472,area_821,0
3499,area_849,0
11025,area_890,0
4756,area_745,2
5291,area_803,0
7367,area_962,1
12659,area_317,0
15784,area_599,0
13442,area_704,1
17399,area_479,0
11824,area_613,0
16897,area_244,0
14559,area_118,0
5473,area_240,0
5471,area_921,1
15681,area_707,0
18387,area_690,0
4635,area_161,1
13977,area_508,0
15658,area_478,0
13986,area_891,0
12267,area_957,0
9770,area_696,0
15014,area_457,0
112,area_963,0
1771,area_864,2
7211,area_798,0
11574,area_443,0
6648,area_1008,0
10658,area_1015,0
12647,area_426,0
12646,area_380,0
7435,area_1100,2
8421,area_270,0
2409,area_912,1
7504,area_1016,1
3889,area_373,0
17662,area_322,1
2099,area_897,0
17219,area_476,0
1266,area_246,1
13393,area_856,1
11030,area_808,0
13755,area_834,0
17894,area_1058,0
6494,area_823,0
9034,area_902,0
576,area_322,0
2503,area_473,0
13044,area_17,1
9037,area_473,0
14544,area_1125,1
10784,area_600,2
5299,area_467,0
4531,area_660,0
14863,area_243,0
10520,area_1019,2
15701,area_509,0
3817,area_276,0
892,area_346,1
7039,area_2,0
17182,area_460,1
3428,area_472,0
26,area_238,0
7959,area_802,0
9964,area_389,0
17315,area_288,0
17990,area_396,0
3697,area_116,0
4199,area_280,1
17663,area_559,2
6310,area_1112,0
9681,area_943,0
4018,area_135,0
14394,area_152,1
15340,area_709,0
16998,area_1031,1
15389,area_181,0
16417,area_884,1
17835,area_378,1
12801,area_899,0
9033,area_1061,2
15517,area_1018,1
15276,area_2,1
4122,area_565,2
1803,area_1023,0
13517,area_157,0
6661,area_32,0
16866,area_821,1
3308,area_1025,1
6016,area_707,0
15355,area_27,1
608,area_1008,1
17118,area_895,1
16300,area_527,0
279,area_400,0
10472,area_484,0
5120,area_932,0
7818,area_1010,0
8431,area_846,0
12984,area_942,0
11023,area_902,0
17532,area_161,0
15116,area_976,0
16268,area_837,1
1902,area_1113,1
3863,area_135,0
64,area_921,0
11444,area_1007,1
10158,area_13,1
15091,area_460,1
16864,area_127,0
5889,area_794,0
14760,area_808,0
3561,area_208,1
4450,area_890,0
7610,area_653,1
18397,area_603,0
10787,area_284,0
16144,area_818,1
5933,area_878,0
13147,area_7,0
17268,area_599,2
7182,area_126,0
18451,area_1107,0
17687,area_931,0
6443,area_995,1
14167,area_118,0
10357,area_501,0
15912,area_648,1
954,area_618,0
9458,area_242,0
14001,area_812,0
12490,area_704,2
11051,area_984,1
12099,area_957,0
7130,area_816,0
7483,area_889,0
12528,area_627,0
4668,area_305,0
3590,area_998,2
3807,area_1058,0
4293,area_1107,1
16396,area_742,0
17169,area_505,0
17193,area_1048,0
18472,area_413,1
912,area_1090,1
16200,area_912,1
12992,area_1120,0
10721,area_1042,1
6902,area_1019,2
15436,area_893,0
12054,area_825,1
13443,area_1049,0
10074,area_211,1
12139,area_155,0
10389,area_124,0
1501,area_322,1
16704,area_490,0
16931,area_7,2
938,area_1107,2
12063,area_9,0
14004,area_684,2
5333,area_1067,0
18163,area_480,0
17417,area_243,0
8759,area_1018,0
15801,area_1008,2
4107,area_707,0
3844,area_805,0
2277,area_836,0
16693,area_723,0
8293,area_407,0
9075,area_793,0
2398,area_126,0
8471,area_196,0
17037,area_1100,2
5021,area_972,1
2251,area_330,0
16682,area_777,1
4715,area_1116,0
11476,area_504,0
8548,area_948,1
8693,area_892,0
12468,area_165,0
2711,area_476,0
11020,area_661,1
3941,area_409,1
8176,area_809,0
8935,area_919,0
16363,area_756,1
8473,area_816,1
5962,area_390,0
1341,area_859,0
15768,area_944,0
1216,area_7,0
7988,area_460,0
777,area_1023,1
17944,area_891,0
13785,area_442,1
13828,area_812,0
5550,area_313,0
1105,area_467,0
240,area_892,1
5895,area_95,0
11205,area_899,1
3963,area_619,0
14066,area_488,0
5874,area_1055,0
6465,area_800,0
16949,area_1,0
12216,area_102,0
9032,area_945,0
4577,area_667,2
18139,area_1072,2
18155,area_124,0
2012,area_477,0
6380,area_126,0
11766,area_1008,0
7369,area_778,1
10374,area_744,0
9277,area_1042,2
11990,area_87,2
14752,area_653,0
6051,area_1107,1
581,area_1007,0
845,area_995,2
16616,area_122,0
11153,area_1047,0
18332,area_477,0
5961,area_1008,2
7838,area_584,0
3182,area_157,0
14516,area_899,1
7720,area_991,2
3612,area_488,0
2318,area_304,0
18076,area_1000,0
14751,area_478,0
15166,area_957,1
15572,area_691,1
9238,area_488,0
3260,area_95,1
10008,area_172,0
14039,area_839,0
9708,area_344,0
4250,area_962,2
9645,area_314,0
4092,area_1019,0
5216,area_476,0
17187,area_798,1
7323,area_135,0
3950,area_484,0
9376,area_484,0
11617,area_762,0
6571,area_124,0
17067,area_885,0
2860,area_798,1
6346,area_1107,2
3258,area_989,2
15905,area_353,1
15599,area_609,0
16816,area_816,1
12535,area_1042,1
1921,area_508,0
11172,area_380,0
5692,area_674,2
17890,area_83,1
13743,area_878,0
15985,area_460,1
11315,area_147,0
4561,area_112,1
13020,area_478,0
6282,area_445,0
8335,area_684,2
17344,area_794,0
11496,area_74,1
5248,area_852,1
1768,area_943,1
7313,area_1020,2
17372,area_127,0
3450,area_444,1
15284,area_1052,2
7540,area_1052,0
5307,area_520,0
5135,area_745,1
11979,area_120,0
9052,area_1100,0
13841,area_103,0
14352,area_380,0
7378,area_32,2
5337,area_1,0
13507,area_155,0
10531,area_755,0
8765,area_1033,1
3531,area_691,0
10025,area_414,0
12317,area_244,0
18288,area_599,0
13348,area_817,0
1438,area_37,1
11687,area_1026,0
9605,area_244,0
7086,area_506,0
14372,area_300,1
678,area_363,0
3348,area_817,0
9820,area_931,0
5490,area_522,0
18405,area_837,1
18057,area_653,0
684,area_704,2
788,area_481,1
12068,area_899,0
794,area_646,0
16615,area_236,1
13691,area_845,2
3272,area_406,1
12305,area_131,1
2641,area_481,0
149,area_504,0
4631,area_497,0
9620,area_1046,2
4108,area_613,2
10831,area_469,0
6053,area_928,1
8167,area_325,1
18358,area_73,1
10320,area_357,0
616,area_885,1
5359,area_995,2
999,area_704,1
10272,area_1075,0
1964,area_1111,0
5353,area_734,2
3454,area_1044,0
15719,area_126,0
9558,area_619,0
1658,area_126,0
16804,area_469,0
16467,area_468,0
3975,area_476,0
16885,area_467,0
5825,area_122,0
17485,area_282,0
15506,area_686,0
7972,area_734,0
14413,area_147,0
9236,area_845,2
7516,area_276,1
12531,area_401,0
12052,area_817,0
2416,area_358,0
11373,area_175,1
17199,area_475,0
9329,area_1080,1
10451,area_333,0
10894,area_128,0
1239,area_244,0
3497,area_673,0
11589,area_1100,2
17753,area_704,1
15344,area_173,1
11632,area_382,0
8071,area_133,1
15914,area_155,0
8774,area_100,0
17991,area_430,0
16721,area_744,0
8115,area_745,2
14365,area_177,0
1739,area_365,1
11848,area_892,0
16073,area_441,0
14092,area_17,1
5052,area_124,0
12985,area_533,0
9348,area_276,0
5899,area_808,0
15545,area_738,0
16174,area_925,0
348,area_962,1
9537,area_921,0
14338,area_289,0
9294,area_140,0
11863,area_760,1
15706,area_691,0
11167,area_343,0
13632,area_1037,0
1981,area_600,1
16667,area_228,0
11411,area_936,1
8180,area_171,0
2569,area_124,0
8286,area_375,1
6691,area_644,1
16638,area_977,1
16620,area_744,1
4035,area_710,1
16969,area_255,0
13028,area_478,0
3270,area_79,1
10683,area_484,0
6958,area_989,0
12183,area_490,0
13891,area_491,0
15951,area_734,2
2642,area_957,0
1433,area_270,0
12586,area_469,0
8065,area_157,0
14249,area_821,2
4363,area_507,0
3919,area_814,0
10411,area_744,1
5844,area_763,0
15860,area_821,1
2614,area_885,0
9185,area_790,0
488,area_400,0
7665,area_1063,0
16794,area_651,0
15001,area_1042,2
1451,area_891,0
4288,area_1070,0
15366,area_380,0
10024,area_91,0
14855,area_363,0
7493,area_691,1
16369,area_905,0
6649,area_976,0
5112,area_704,2
4440,area_1107,0
4254,area_1018,0
4949,area_613,1
1416,area_325,0
16691,area_979,0
2807,area_451,0
4058,area_767,1
16077,area_821,1
1257,area_1045,0
2942,area_485,0
10191,area_892,1
4275,area_8,0
9330,area_810,2
15280,area_99,0
2535,area_805,0
14206,area_931,1
13003,area_599,0
11978,area_381,0
6720,area_878,0
6647,area_550,0
15193,area_964,0
13664,area_1079,0
811,area_314,0
6761,area_321,0
14497,area_280,0
5030,area_1042,2
5558,area_91,0
17698,area_466,0
6355,area_759,0
15373,area_961,1
18226,area_408,0
13300,area_613,1
12430,area_267,0
8735,area_903,0
15393,area_312,0
5647,area_995,0
12140,area_91,0
8972,area_998,0
3543,area_380,0
15686,area_742,1
12384,area_14,0
13722,area_756,1
2077,area_518,0
13689,area_1103,1
15306,area_887,0
7612,area_496,0
9412,area_404,1
5502,area_479,0
16269,area_175,0
5121,area_236,0
3054,area_1050,0
679,area_734,1
15122,area_1049,1
4256,area_504,0
13953,area_92,0
8112,area_122,0
9982,area_834,1
16188,area_282,0
14452,area_484,0
3136,area_821,2
2892,area_120,1
1389,area_87,1
18386,area_526,0
5711,area_808,0
6866,area_325,1
16124,area_122,0
17467,area_339,0
10854,area_97,1
9224,area_658,0
16408,area_471,0
10586,area_404,1
17578,area_704,1
10725,area_320,0
5418,area_538,1
14799,area_462,1
1616,area_541,2
3727,area_734,2
8479,area_522,0
5259,area_1,0
6160,area_1019,0
12682,area_794,0
7432,area_1061,2
9247,area_181,0
7511,area_122,0
544,area_974,1
17511,area_9,0
10551,area_786,0
10876,area_344,1
7495,area_118,0
11441,area_684,2
12710,area_1086,2
14867,area_1111,1
4886,area_684,1
7126,area_821,2
992,area_579,0
2105,area_234,0
812,area_1024,0
10031,area_311,1
6298,area_600,2
7915,area_244,0
6734,area_666,1
6091,area_476,0
15401,area_133,0
575,area_756,1
17293,area_95,0
11156,area_79,1
14581,area_793,0
4717,area_778,1
13660,area_638,0
6421,area_834,0
7231,area_72,0
12098,area_599,0
3215,area_821,0
6936,area_836,1
9010,area_846,1
10122,area_506,0
15383,area_846,1
15145,area_1107,0
16552,area_1093,1
10966,area_661,0
10459,area_976,1
14949,area_1091,0
8059,area_802,0
7198,area_794,1
15445,area_1048,0
13181,area_488,0
6834,area_1015,1
223,area_1107,0
13993,area_491,0
18058,area_1008,0
1638,area_522,0
15309,area_211,1
12594,area_400,1
15770,area_946,0
3506,area_400,0
2703,area_846,0
13610,area_276,0
3515,area_266,0
9134,area_805,0
7185,area_734,0
7393,area_311,0
16301,area_380,0
18213,area_849,0
16040,area_779,1
9817,area_497,0
16697,area_678,1
3582,area_471,0
16952,area_242,0
9207,area_447,0
2748,area_206,1
8933,area_922,1
818,area_821,0
2217,area_793,0
3944,area_793,0
4487,area_938,0
8816,area_962,0
7425,area_124,0
14494,area_987,0
320,area_1100,2
12912,area_491,0
4354,area_480,0
11404,area_1042,2
7582,area_600,0
12806,area_962,2
2143,area_794,0
1308,area_100,0
17564,area_496,0
17914,area_446,1
3765,area_1010,0
15351,area_525,0
4737,area_488,0
4171,area_466,0
15869,area_1052,0
11042,area_899,0
8987,area_607,0
10765,area_976,1
17661,area_704,2
4303,area_477,0
16629,area_181,0
17366,area_1066,0
3319,area_1055,0
14207,area_1053,1
18314,area_1067,1
6640,area_667,0
9591,area_398,0
17284,area_836,0
14545,area_465,0
17405,area_707,0
2608,area_1095,0
9656,area_818,0
1542,area_457,0
11454,area_804,1
12003,area_655,1
16608,area_845,0
2972,area_491,0
12770,area_895,1
12951,area_830,2
6773,area_177,1
11381,area_501,0
17866,area_128,0
13621,area_895,0
135,area_878,0
12583,area_3,0
14610,area_331,0
6832,area_931,1
16995,area_509,0
15816,area_477,0
11029,area_1054,1
2177,area_1107,1
2240,area_10,0
5637,area_798,2
10296,area_680,1
8831,area_1008,0
11968,area_1019,0
7794,area_918,1
17685,area_638,1
9654,area_995,2
17847,area_122,0
13169,area_154,0
14093,area_395,0
12674,area_128,0
5564,area_891,0
16192,area_1042,1
4486,area_12,0
2000,area_505,0
7022,area_644,0
17815,area_892,1
7368,area_976,0
4852,area_1099,0
16281,area_149,0
17310,area_232,0
6052,area_193,0
17343,area_1107,2
7685,area_494,0
7087,area_74,0
17818,area_496,0
18543,area_998,1
11932,area_338,0
9666,area_921,1
1196,area_627,0
3539,area_661,0
3624,area_495,0
9434,area_126,0
2341,area_549,1
6351,area_1109,0
16718,area_704,0
2925,area_755,1
15108,area_15,0
16505,area_1075,0
702,area_976,0
13011,area_378,0
6453,area_475,0
16972,area_845,1
10522,area_378,0
11152,area_474,0
10514,area_793,0
16057,area_831,1
5672,area_1099,0
17054,area_149,0
17519,area_662,0
157,area_1072,0
5377,area_643,1
4503,area_783,0
11918,area_276,1
2445,area_266,1
9425,area_763,2
18150,area_810,0
9460,area_885,0
3457,area_157,0
11132,area_1050,0
901,area_684,0
2015,area_944,0
17151,area_814,0
12743,area_734,0
13346,area_102,1
8483,area_758,0
17982,area_1061,0
12177,area_251,1
415,area_903,1
8095,area_162,0
15113,area_946,0
14661,area_1019,0
11807,area_756,0
8359,area_1017,0
2406,area_810,2
12860,area_22,1
11963,area_1098,0
9954,area_128,0
9850,area_337,0
15760,area_1092,1
17817,area_116,0
15226,area_130,1
9268,area_465,0
8597,area_405,1
16341,area_460,0
6803,area_1008,0
9750,area_478,0
821,area_1008,1
1097,area_491,0
12998,area_288,0
17080,area_839,0
