id,outage_type
14489,outage_type_4
3095,outage_type_2
3083,outage_type_1
14884,outage_type_1
952,outage_type_1
6393,outage_type_2
6735,outage_type_1
406,outage_type_1
10559,outage_type_1
5855,outage_type_1
12185,outage_type_1
8855,outage_type_1
8494,outage_type_2
5590,outage_type_2
18521,outage_type_1
6873,outage_type_1
10890,outage_type_2
2014,outage_type_1
2977,outage_type_1
10224,outage_type_4
16179,outage_type_1
11616,outage_type_4
10158,outage_type_4
11449,outage_type_4
7158,outage_type_1
17665,outage_type_4
2496,outage_type_2
11423,outage_type_1
217,outage_type_1
5624,outage_type_1
3364,outage_type_1
12741,outage_type_4
2131,outage_type_2
14079,outage_type_2
9737,outage_type_2
5791,outage_type_2
6855,outage_type_1
5278,outage_type_1
14099,outage_type_2
11269,outage_type_4
3248,outage_type_1
2859,outage_type_1
12869,outage_type_2
15226,outage_type_1
6005,outage_type_1
12305,outage_type_2
6451,outage_type_2
16325,outage_type_2
3548,outage_type_2
11024,outage_type_4
12125,outage_type_1
10883,outage_type_2
13327,outage_type_4
3514,outage_type_4
17385,outage_type_2
14078,outage_type_2
16992,outage_type_2
2256,outage_type_1
14195,outage_type_2
9843,outage_type_2
4089,outage_type_2
16361,outage_type_2
16490,outage_type_1
14294,outage_type_2
2423,outage_type_2
15234,outage_type_2
14828,outage_type_2
15650,outage_type_2
3480,outage_type_2
15909,outage_type_2
950,outage_type_2
7991,outage_type_2
12174,outage_type_2
7840,outage_type_2
13258,outage_type_2
8080,outage_type_2
12339,outage_type_2
2488,outage_type_2
8640,outage_type_2
8516,outage_type_2
13729,outage_type_2
7678,outage_type_2
6486,outage_type_2
11278,outage_type_2
4871,outage_type_1
10927,outage_type_4
15591,outage_type_2
15401,outage_type_2
15562,outage_type_2
13303,outage_type_2
17984,outage_type_2
15293,outage_type_1
1306,outage_type_2
4860,outage_type_1
15703,outage_type_2
7202,outage_type_4
293,outage_type_2
4431,outage_type_2
18535,outage_type_2
8071,outage_type_2
7394,outage_type_2
15058,outage_type_2
8777,outage_type_2
15588,outage_type_2
11312,outage_type_2
14380,outage_type_2
15341,outage_type_2
10781,outage_type_2
14273,outage_type_2
10789,outage_type_2
5873,outage_type_2
5957,outage_type_1
17716,outage_type_2
12042,outage_type_2
10416,outage_type_2
4237,outage_type_2
15776,outage_type_2
749,outage_type_1
1914,outage_type_2
14040,outage_type_2
11430,outage_type_1
11679,outage_type_2
10557,outage_type_2
235,outage_type_2
11336,outage_type_2
5904,outage_type_2
12654,outage_type_2
18492,outage_type_2
7830,outage_type_2
16159,outage_type_2
5807,outage_type_2
8532,outage_type_2
8958,outage_type_2
5886,outage_type_2
16991,outage_type_2
2096,outage_type_2
14430,outage_type_2
980,outage_type_2
11115,outage_type_1
5376,outage_type_2
2547,outage_type_2
5275,outage_type_2
7323,outage_type_2
12080,outage_type_2
17743,outage_type_2
8761,outage_type_2
4018,outage_type_2
8659,outage_type_2
11493,outage_type_1
15127,outage_type_4
11916,outage_type_2
12962,outage_type_2
2968,outage_type_2
3863,outage_type_2
5959,outage_type_2
1079,outage_type_2
17873,outage_type_2
18086,outage_type_2
13564,outage_type_2
17192,outage_type_2
18527,outage_type_1
13039,outage_type_2
12462,outage_type_2
370,outage_type_2
4611,outage_type_2
2237,outage_type_2
14419,outage_type_2
3649,outage_type_4
9628,outage_type_2
3468,outage_type_2
10634,outage_type_2
13467,outage_type_2
10308,outage_type_1
7809,outage_type_2
3127,outage_type_2
3922,outage_type_2
17356,outage_type_2
18488,outage_type_2
18318,outage_type_2
14656,outage_type_2
12493,outage_type_1
11481,outage_type_2
3959,outage_type_2
6353,outage_type_4
3558,outage_type_2
2622,outage_type_2
5466,outage_type_2
17408,outage_type_2
14429,outage_type_4
17205,outage_type_2
6086,outage_type_2
7374,outage_type_2
2124,outage_type_2
2974,outage_type_1
15960,outage_type_2
12858,outage_type_1
5106,outage_type_1
17952,outage_type_2
9983,outage_type_1
7109,outage_type_1
3184,outage_type_2
612,outage_type_2
12817,outage_type_2
4543,outage_type_2
11937,outage_type_2
3516,outage_type_2
3275,outage_type_2
10730,outage_type_2
7734,outage_type_2
3954,outage_type_1
13384,outage_type_2
614,outage_type_2
14865,outage_type_2
11633,outage_type_2
9831,outage_type_2
10556,outage_type_2
5882,outage_type_4
110,outage_type_1
12384,outage_type_1
14362,outage_type_1
14376,outage_type_1
14115,outage_type_1
9294,outage_type_1
1347,outage_type_2
11440,outage_type_1
16788,outage_type_2
1297,outage_type_2
15900,outage_type_2
16312,outage_type_2
12301,outage_type_2
3849,outage_type_2
17021,outage_type_4
604,outage_type_2
12414,outage_type_2
16087,outage_type_2
18378,outage_type_2
8848,outage_type_4
144,outage_type_4
6777,outage_type_2
10861,outage_type_4
5209,outage_type_2
5305,outage_type_2
5402,outage_type_1
4206,outage_type_2
14932,outage_type_2
7529,outage_type_1
11007,outage_type_4
14821,outage_type_4
10449,outage_type_2
10071,outage_type_2
11388,outage_type_2
6122,outage_type_1
1623,outage_type_1
7976,outage_type_2
10033,outage_type_2
2275,outage_type_2
6500,outage_type_2
3060,outage_type_2
15240,outage_type_2
13866,outage_type_2
11399,outage_type_2
5529,outage_type_2
534,outage_type_2
7739,outage_type_1
18092,outage_type_2
3843,outage_type_2
17210,outage_type_2
14528,outage_type_2
5521,outage_type_2
11615,outage_type_2
15727,outage_type_1
12498,outage_type_2
13878,outage_type_1
18187,outage_type_2
16355,outage_type_2
11163,outage_type_4
3512,outage_type_1
6178,outage_type_2
16209,outage_type_4
9435,outage_type_4
799,outage_type_2
14634,outage_type_2
13627,outage_type_2
1147,outage_type_2
9174,outage_type_2
493,outage_type_2
851,outage_type_2
13653,outage_type_2
12559,outage_type_2
15311,outage_type_1
9534,outage_type_2
12231,outage_type_2
16439,outage_type_2
5777,outage_type_2
14424,outage_type_1
12293,outage_type_2
2054,outage_type_2
12395,outage_type_1
9275,outage_type_1
4064,outage_type_2
9429,outage_type_2
3388,outage_type_2
10793,outage_type_2
6297,outage_type_2
1811,outage_type_4
14413,outage_type_4
14580,outage_type_1
6639,outage_type_2
17704,outage_type_2
1325,outage_type_2
6701,outage_type_2
10989,outage_type_2
10948,outage_type_2
10630,outage_type_2
4376,outage_type_2
16630,outage_type_2
3422,outage_type_2
18539,outage_type_1
81,outage_type_4
11315,outage_type_2
10763,outage_type_2
2335,outage_type_2
7962,outage_type_2
2883,outage_type_2
17024,outage_type_2
14284,outage_type_4
15336,outage_type_2
14995,outage_type_2
9410,outage_type_4
14505,outage_type_2
1790,outage_type_2
364,outage_type_2
8657,outage_type_2
16146,outage_type_1
2662,outage_type_1
14761,outage_type_2
404,outage_type_4
12409,outage_type_2
7638,outage_type_2
11083,outage_type_2
1012,outage_type_2
8698,outage_type_2
15483,outage_type_2
14155,outage_type_2
99,outage_type_2
13268,outage_type_2
5040,outage_type_2
11067,outage_type_2
10819,outage_type_2
3157,outage_type_2
14968,outage_type_2
14498,outage_type_2
15809,outage_type_2
13429,outage_type_2
7306,outage_type_2
15741,outage_type_2
15137,outage_type_2
1315,outage_type_2
11013,outage_type_2
12605,outage_type_2
12044,outage_type_2
2664,outage_type_2
10577,outage_type_2
16870,outage_type_2
8601,outage_type_2
14291,outage_type_2
13774,outage_type_2
1558,outage_type_2
391,outage_type_2
7886,outage_type_4
2582,outage_type_2
16281,outage_type_2
8136,outage_type_4
83,outage_type_2
11591,outage_type_2
1181,outage_type_2
13834,outage_type_2
13446,outage_type_4
9790,outage_type_2
7122,outage_type_2
8091,outage_type_2
6656,outage_type_2
2544,outage_type_4
7577,outage_type_2
15440,outage_type_1
9036,outage_type_4
6642,outage_type_4
6463,outage_type_2
6660,outage_type_2
13693,outage_type_4
1837,outage_type_4
7967,outage_type_2
9869,outage_type_2
18537,outage_type_4
9819,outage_type_4
2737,outage_type_2
16923,outage_type_2
9453,outage_type_2
2821,outage_type_2
18162,outage_type_2
17054,outage_type_2
8712,outage_type_2
7534,outage_type_2
3752,outage_type_2
6978,outage_type_2
17101,outage_type_2
2343,outage_type_2
4075,outage_type_2
6090,outage_type_2
8699,outage_type_2
4592,outage_type_2
7396,outage_type_2
13927,outage_type_2
7514,outage_type_2
10555,outage_type_2
16465,outage_type_2
15108,outage_type_2
18462,outage_type_1
4355,outage_type_1
14808,outage_type_1
2647,outage_type_1
1532,outage_type_2
14915,outage_type_1
3675,outage_type_1
9220,outage_type_1
14514,outage_type_2
6707,outage_type_2
4869,outage_type_2
1168,outage_type_2
16105,outage_type_2
17780,outage_type_2
4353,outage_type_2
9847,outage_type_2
3551,outage_type_1
8943,outage_type_2
569,outage_type_2
6423,outage_type_4
10930,outage_type_2
13196,outage_type_2
12037,outage_type_1
6142,outage_type_4
10935,outage_type_2
3362,outage_type_2
13412,outage_type_2
12868,outage_type_4
17686,outage_type_1
3708,outage_type_1
15746,outage_type_1
4720,outage_type_2
4662,outage_type_2
14394,outage_type_2
16035,outage_type_4
11095,outage_type_2
15474,outage_type_2
9293,outage_type_4
4828,outage_type_2
10519,outage_type_2
11323,outage_type_4
6396,outage_type_2
16761,outage_type_1
13234,outage_type_1
16086,outage_type_2
8805,outage_type_2
17069,outage_type_2
884,outage_type_1
8887,outage_type_4
8407,outage_type_4
8815,outage_type_1
118,outage_type_1
13169,outage_type_1
1017,outage_type_4
1798,outage_type_2
720,outage_type_2
6194,outage_type_2
16705,outage_type_4
13244,outage_type_1
2857,outage_type_2
5885,outage_type_2
13455,outage_type_2
14713,outage_type_2
14560,outage_type_2
9082,outage_type_2
13051,outage_type_2
15151,outage_type_2
10552,outage_type_2
17629,outage_type_2
13131,outage_type_2
13541,outage_type_2
13626,outage_type_2
5845,outage_type_2
16942,outage_type_1
1268,outage_type_1
8510,outage_type_2
14854,outage_type_2
18426,outage_type_2
11036,outage_type_2
547,outage_type_2
4812,outage_type_2
18238,outage_type_2
10612,outage_type_2
14129,outage_type_2
4705,outage_type_2
14721,outage_type_1
2808,outage_type_2
12560,outage_type_2
17212,outage_type_2
12475,outage_type_2
8545,outage_type_2
3565,outage_type_2
16639,outage_type_2
3647,outage_type_2
8879,outage_type_2
16470,outage_type_2
2155,outage_type_2
17891,outage_type_2
15914,outage_type_2
3354,outage_type_2
12139,outage_type_2
13967,outage_type_1
17429,outage_type_2
18316,outage_type_2
15529,outage_type_2
14468,outage_type_2
13507,outage_type_2
3699,outage_type_2
14527,outage_type_2
3415,outage_type_2
6361,outage_type_2
10052,outage_type_2
4158,outage_type_2
8041,outage_type_2
18263,outage_type_2
12247,outage_type_2
15662,outage_type_2
8557,outage_type_2
7012,outage_type_2
16357,outage_type_2
14317,outage_type_2
6612,outage_type_2
9581,outage_type_2
18113,outage_type_2
10470,outage_type_2
17304,outage_type_2
13545,outage_type_4
2018,outage_type_2
16613,outage_type_2
6498,outage_type_2
9513,outage_type_1
2629,outage_type_2
3494,outage_type_2
10743,outage_type_2
5910,outage_type_2
2417,outage_type_1
2976,outage_type_2
3681,outage_type_2
7125,outage_type_1
8474,outage_type_2
501,outage_type_2
5023,outage_type_2
895,outage_type_2
8253,outage_type_2
14999,outage_type_2
13517,outage_type_2
12132,outage_type_2
7964,outage_type_2
11805,outage_type_2
3174,outage_type_2
17976,outage_type_2
8065,outage_type_2
436,outage_type_2
11151,outage_type_1
8233,outage_type_1
12279,outage_type_1
7013,outage_type_1
9454,outage_type_2
8077,outage_type_2
8584,outage_type_2
12057,outage_type_2
6624,outage_type_2
4507,outage_type_2
14184,outage_type_2
3457,outage_type_2
6154,outage_type_1
36,outage_type_2
13452,outage_type_2
18097,outage_type_2
12996,outage_type_2
1359,outage_type_2
15921,outage_type_1
10845,outage_type_2
198,outage_type_1
8372,outage_type_1
15406,outage_type_2
14677,outage_type_1
11212,outage_type_1
15008,outage_type_2
11908,outage_type_2
6596,outage_type_2
3643,outage_type_2
7134,outage_type_2
3182,outage_type_2
7973,outage_type_2
8700,outage_type_2
4634,outage_type_2
5219,outage_type_2
11560,outage_type_2
17011,outage_type_4
2891,outage_type_4
2729,outage_type_4
2046,outage_type_2
10503,outage_type_2
7776,outage_type_2
633,outage_type_2
10106,outage_type_1
12189,outage_type_1
14571,outage_type_2
13324,outage_type_1
12250,outage_type_2
209,outage_type_2
10118,outage_type_2
17710,outage_type_1
12598,outage_type_2
7399,outage_type_2
8652,outage_type_2
10959,outage_type_2
17306,outage_type_1
18105,outage_type_2
15119,outage_type_2
17020,outage_type_2
853,outage_type_2
14395,outage_type_1
14796,outage_type_1
11947,outage_type_1
16799,outage_type_1
2828,outage_type_2
3859,outage_type_1
3999,outage_type_4
18415,outage_type_2
12193,outage_type_2
15,outage_type_2
659,outage_type_4
3998,outage_type_2
1846,outage_type_2
13477,outage_type_2
5445,outage_type_2
4245,outage_type_4
6125,outage_type_2
6759,outage_type_2
18311,outage_type_2
8685,outage_type_2
12221,outage_type_2
5872,outage_type_2
7018,outage_type_2
1514,outage_type_2
12403,outage_type_2
2558,outage_type_2
1527,outage_type_2
15187,outage_type_2
15337,outage_type_1
11522,outage_type_1
3390,outage_type_1
2635,outage_type_1
6003,outage_type_2
16065,outage_type_1
6865,outage_type_1
11704,outage_type_1
5426,outage_type_4
9283,outage_type_1
16099,outage_type_1
4986,outage_type_2
3261,outage_type_1
16796,outage_type_1
783,outage_type_1
17555,outage_type_1
1134,outage_type_1
16120,outage_type_2
8447,outage_type_2
15996,outage_type_1
8706,outage_type_1
11663,outage_type_1
6203,outage_type_4
11639,outage_type_2
14531,outage_type_2
14570,outage_type_1
12727,outage_type_2
13139,outage_type_2
17532,outage_type_2
11279,outage_type_2
5362,outage_type_2
10562,outage_type_2
15065,outage_type_2
5649,outage_type_2
8536,outage_type_2
3603,outage_type_4
8377,outage_type_2
4635,outage_type_2
1926,outage_type_4
3150,outage_type_2
16069,outage_type_2
14496,outage_type_2
17545,outage_type_2
2585,outage_type_4
4676,outage_type_4
10719,outage_type_2
3389,outage_type_2
3080,outage_type_2
1263,outage_type_2
2199,outage_type_2
8095,outage_type_4
16454,outage_type_2
10533,outage_type_2
5274,outage_type_2
9038,outage_type_2
970,outage_type_1
8839,outage_type_2
7743,outage_type_1
13083,outage_type_1
12461,outage_type_4
1950,outage_type_1
1731,outage_type_2
8241,outage_type_1
10735,outage_type_2
10019,outage_type_2
9331,outage_type_1
18464,outage_type_2
2575,outage_type_2
3541,outage_type_2
12468,outage_type_2
16896,outage_type_4
6398,outage_type_4
5318,outage_type_2
624,outage_type_2
15485,outage_type_1
10569,outage_type_2
2229,outage_type_4
3610,outage_type_4
11629,outage_type_2
8919,outage_type_2
12230,outage_type_2
12197,outage_type_2
4633,outage_type_2
14920,outage_type_1
5128,outage_type_1
13750,outage_type_2
827,outage_type_1
870,outage_type_2
14524,outage_type_2
8470,outage_type_2
16173,outage_type_1
10205,outage_type_2
2490,outage_type_2
8101,outage_type_2
16008,outage_type_4
15999,outage_type_2
12719,outage_type_1
8942,outage_type_2
13567,outage_type_2
5314,outage_type_2
925,outage_type_2
14791,outage_type_2
8578,outage_type_2
5172,outage_type_4
3926,outage_type_2
16161,outage_type_2
3622,outage_type_2
6599,outage_type_2
4540,outage_type_2
6779,outage_type_2
17798,outage_type_2
8027,outage_type_2
7272,outage_type_4
2179,outage_type_2
15837,outage_type_4
194,outage_type_4
6655,outage_type_2
707,outage_type_2
16471,outage_type_2
16878,outage_type_2
18355,outage_type_2
5822,outage_type_2
14171,outage_type_1
3671,outage_type_2
8410,outage_type_1
744,outage_type_1
13044,outage_type_1
17651,outage_type_1
1383,outage_type_1
6905,outage_type_1
18112,outage_type_2
9719,outage_type_1
12544,outage_type_1
2472,outage_type_1
2639,outage_type_1
18175,outage_type_1
15063,outage_type_1
14092,outage_type_2
1117,outage_type_2
6548,outage_type_2
17389,outage_type_1
1886,outage_type_1
11096,outage_type_4
3321,outage_type_2
8717,outage_type_2
18354,outage_type_2
11528,outage_type_2
6787,outage_type_2
8180,outage_type_1
17888,outage_type_2
10879,outage_type_2
6080,outage_type_2
12471,outage_type_1
4568,outage_type_2
8370,outage_type_4
6295,outage_type_4
13576,outage_type_2
6266,outage_type_1
16813,outage_type_2
14861,outage_type_2
10008,outage_type_2
16582,outage_type_1
17905,outage_type_2
12257,outage_type_2
12814,outage_type_4
6118,outage_type_2
4778,outage_type_2
18317,outage_type_4
14026,outage_type_2
3991,outage_type_2
5533,outage_type_1
4187,outage_type_2
2602,outage_type_1
10181,outage_type_1
6980,outage_type_2
4647,outage_type_1
14133,outage_type_2
18449,outage_type_4
16545,outage_type_1
32,outage_type_2
8307,outage_type_2
18070,outage_type_4
15098,outage_type_1
15344,outage_type_2
1109,outage_type_1
17390,outage_type_2
18272,outage_type_2
3570,outage_type_1
10576,outage_type_2
16261,outage_type_4
12374,outage_type_2
11373,outage_type_2
3646,outage_type_1
9193,outage_type_4
15533,outage_type_2
16269,outage_type_2
1516,outage_type_2
6490,outage_type_2
17275,outage_type_2
5598,outage_type_2
12110,outage_type_2
14365,outage_type_1
11000,outage_type_1
16415,outage_type_4
2047,outage_type_2
15232,outage_type_1
11447,outage_type_2
6773,outage_type_2
15196,outage_type_4
7966,outage_type_2
8812,outage_type_2
8895,outage_type_1
16651,outage_type_2
3385,outage_type_2
7440,outage_type_1
10164,outage_type_1
10093,outage_type_4
16881,outage_type_2
463,outage_type_2
4345,outage_type_2
13582,outage_type_2
9448,outage_type_2
7549,outage_type_4
16414,outage_type_1
5119,outage_type_1
17427,outage_type_1
7071,outage_type_2
13982,outage_type_2
17626,outage_type_2
10281,outage_type_2
11645,outage_type_1
15449,outage_type_2
18281,outage_type_2
11834,outage_type_2
4581,outage_type_2
1788,outage_type_2
368,outage_type_2
4579,outage_type_2
9164,outage_type_2
11584,outage_type_2
101,outage_type_2
5940,outage_type_2
16629,outage_type_4
11465,outage_type_2
7836,outage_type_2
15389,outage_type_2
15242,outage_type_2
6024,outage_type_1
2081,outage_type_2
9495,outage_type_1
766,outage_type_2
7162,outage_type_2
8274,outage_type_2
15815,outage_type_2
7029,outage_type_1
3688,outage_type_4
1358,outage_type_2
18060,outage_type_2
15790,outage_type_2
1557,outage_type_2
16026,outage_type_1
15004,outage_type_2
11857,outage_type_2
8432,outage_type_2
18028,outage_type_4
7267,outage_type_2
17641,outage_type_2
4702,outage_type_4
8085,outage_type_2
13581,outage_type_2
8216,outage_type_4
13902,outage_type_2
3155,outage_type_2
17106,outage_type_2
8035,outage_type_2
17531,outage_type_2
6180,outage_type_2
16860,outage_type_2
9247,outage_type_2
7236,outage_type_2
9292,outage_type_4
7531,outage_type_4
15632,outage_type_2
17921,outage_type_2
5117,outage_type_2
15034,outage_type_1
11180,outage_type_2
10772,outage_type_2
18305,outage_type_2
15666,outage_type_2
1155,outage_type_2
13761,outage_type_4
4362,outage_type_1
15764,outage_type_1
2140,outage_type_2
6659,outage_type_2
14621,outage_type_2
8829,outage_type_2
12758,outage_type_1
14980,outage_type_4
17763,outage_type_4
16927,outage_type_4
11657,outage_type_1
1977,outage_type_2
10778,outage_type_2
18204,outage_type_2
7675,outage_type_2
10833,outage_type_2
12392,outage_type_4
13138,outage_type_2
5892,outage_type_1
4030,outage_type_1
11587,outage_type_2
11890,outage_type_2
12081,outage_type_1
15125,outage_type_2
15785,outage_type_4
11975,outage_type_1
12439,outage_type_1
17795,outage_type_1
12458,outage_type_1
1463,outage_type_1
14843,outage_type_1
941,outage_type_1
6942,outage_type_2
1232,outage_type_1
6959,outage_type_1
8382,outage_type_2
15241,outage_type_2
12656,outage_type_1
9818,outage_type_4
2230,outage_type_1
5974,outage_type_1
4211,outage_type_1
14601,outage_type_2
10710,outage_type_1
5078,outage_type_1
10235,outage_type_1
2693,outage_type_2
14301,outage_type_1
12295,outage_type_4
15409,outage_type_1
1720,outage_type_1
3788,outage_type_1
16150,outage_type_1
7455,outage_type_1
14492,outage_type_1
15980,outage_type_1
2840,outage_type_4
916,outage_type_2
11362,outage_type_2
2632,outage_type_2
14826,outage_type_2
3804,outage_type_2
10385,outage_type_2
6919,outage_type_2
6052,outage_type_2
5283,outage_type_2
16127,outage_type_2
6139,outage_type_2
5542,outage_type_2
13288,outage_type_2
4428,outage_type_2
14600,outage_type_2
17769,outage_type_2
80,outage_type_2
6535,outage_type_1
17970,outage_type_1
12248,outage_type_2
10684,outage_type_1
13466,outage_type_2
2993,outage_type_2
13231,outage_type_1
5644,outage_type_1
4462,outage_type_4
5748,outage_type_2
8471,outage_type_2
6721,outage_type_2
1213,outage_type_1
2800,outage_type_2
15739,outage_type_1
6404,outage_type_2
3074,outage_type_2
11379,outage_type_2
1659,outage_type_4
1353,outage_type_4
18344,outage_type_4
11406,outage_type_2
13261,outage_type_4
11799,outage_type_1
2581,outage_type_1
3613,outage_type_1
8292,outage_type_1
11893,outage_type_2
15995,outage_type_2
9386,outage_type_1
1984,outage_type_1
7039,outage_type_2
16248,outage_type_1
5110,outage_type_1
3193,outage_type_1
972,outage_type_1
5013,outage_type_1
11825,outage_type_1
2907,outage_type_1
6912,outage_type_1
17459,outage_type_1
3372,outage_type_1
18501,outage_type_1
15862,outage_type_2
12445,outage_type_1
7611,outage_type_1
12253,outage_type_1
15276,outage_type_1
14010,outage_type_1
4318,outage_type_1
12990,outage_type_1
7026,outage_type_1
16807,outage_type_1
10117,outage_type_1
6590,outage_type_1
13648,outage_type_2
8503,outage_type_1
1721,outage_type_4
3059,outage_type_1
10635,outage_type_2
11068,outage_type_2
7484,outage_type_1
1779,outage_type_2
384,outage_type_2
11822,outage_type_2
9222,outage_type_2
1429,outage_type_1
5264,outage_type_1
1967,outage_type_2
18485,outage_type_1
16678,outage_type_1
10265,outage_type_2
2144,outage_type_2
1038,outage_type_2
16382,outage_type_2
809,outage_type_1
867,outage_type_2
15333,outage_type_4
14674,outage_type_2
4176,outage_type_1
4890,outage_type_2
648,outage_type_2
15149,outage_type_4
12747,outage_type_2
15285,outage_type_2
3086,outage_type_2
2748,outage_type_1
13623,outage_type_1
16022,outage_type_1
14172,outage_type_2
16513,outage_type_2
2995,outage_type_2
7945,outage_type_4
16556,outage_type_1
15103,outage_type_2
6893,outage_type_4
7343,outage_type_2
5125,outage_type_2
10677,outage_type_2
126,outage_type_2
9106,outage_type_1
15502,outage_type_2
3237,outage_type_2
6795,outage_type_1
9029,outage_type_2
456,outage_type_4
1934,outage_type_2
5262,outage_type_2
15769,outage_type_4
7277,outage_type_4
18402,outage_type_1
10528,outage_type_1
6191,outage_type_2
7602,outage_type_2
7935,outage_type_1
3561,outage_type_2
1572,outage_type_2
17537,outage_type_4
6579,outage_type_1
14803,outage_type_2
5774,outage_type_4
15429,outage_type_2
3764,outage_type_2
7879,outage_type_2
3729,outage_type_1
12162,outage_type_1
10438,outage_type_1
18453,outage_type_1
11099,outage_type_2
6019,outage_type_1
15757,outage_type_1
4040,outage_type_2
1935,outage_type_2
7219,outage_type_2
8125,outage_type_2
14339,outage_type_1
17524,outage_type_2
17622,outage_type_2
7454,outage_type_2
2112,outage_type_4
14714,outage_type_2
10199,outage_type_1
2039,outage_type_2
10731,outage_type_4
10074,outage_type_1
4790,outage_type_2
7481,outage_type_1
7631,outage_type_2
15309,outage_type_1
10911,outage_type_4
12995,outage_type_2
7958,outage_type_2
16236,outage_type_1
15799,outage_type_1
7191,outage_type_2
9073,outage_type_4
6557,outage_type_1
9266,outage_type_1
9213,outage_type_2
1402,outage_type_2
3231,outage_type_1
2872,outage_type_1
9810,outage_type_1
2805,outage_type_1
1987,outage_type_2
4946,outage_type_1
12721,outage_type_1
9295,outage_type_1
12369,outage_type_1
5330,outage_type_2
11811,outage_type_1
16773,outage_type_2
12045,outage_type_1
7303,outage_type_2
5826,outage_type_1
15391,outage_type_1
5817,outage_type_2
12596,outage_type_4
11732,outage_type_2
16318,outage_type_2
11396,outage_type_2
14515,outage_type_1
12860,outage_type_1
1482,outage_type_1
7184,outage_type_1
15532,outage_type_2
5415,outage_type_1
6017,outage_type_2
8214,outage_type_1
832,outage_type_2
4781,outage_type_4
9419,outage_type_1
7283,outage_type_2
11516,outage_type_1
15416,outage_type_1
16983,outage_type_2
15806,outage_type_2
3781,outage_type_2
2733,outage_type_4
1273,outage_type_1
15365,outage_type_2
16861,outage_type_4
1628,outage_type_2
15754,outage_type_2
12794,outage_type_1
16223,outage_type_2
6293,outage_type_1
9006,outage_type_2
13681,outage_type_2
10040,outage_type_2
14744,outage_type_2
4352,outage_type_1
16819,outage_type_4
1614,outage_type_2
17398,outage_type_2
8084,outage_type_2
9933,outage_type_1
11002,outage_type_2
8968,outage_type_2
10063,outage_type_2
17423,outage_type_2
16667,outage_type_2
10088,outage_type_2
17892,outage_type_2
18396,outage_type_2
3605,outage_type_2
13981,outage_type_4
780,outage_type_2
2915,outage_type_4
13357,outage_type_2
5666,outage_type_2
7118,outage_type_2
7530,outage_type_2
14126,outage_type_1
14919,outage_type_2
10550,outage_type_1
13064,outage_type_1
5346,outage_type_2
11469,outage_type_1
1270,outage_type_2
18463,outage_type_1
8217,outage_type_4
15557,outage_type_2
433,outage_type_1
9336,outage_type_4
11200,outage_type_1
8794,outage_type_4
1610,outage_type_4
10078,outage_type_2
10427,outage_type_1
15677,outage_type_1
13912,outage_type_1
8435,outage_type_1
5475,outage_type_1
5915,outage_type_2
13256,outage_type_1
9989,outage_type_1
8845,outage_type_2
8881,outage_type_1
7102,outage_type_2
4377,outage_type_4
10444,outage_type_2
14922,outage_type_1
16966,outage_type_2
14097,outage_type_4
17211,outage_type_2
16108,outage_type_1
5164,outage_type_1
408,outage_type_1
255,outage_type_1
14720,outage_type_4
936,outage_type_4
14904,outage_type_4
17310,outage_type_4
362,outage_type_2
1159,outage_type_2
6371,outage_type_2
8187,outage_type_1
1466,outage_type_2
9862,outage_type_2
5584,outage_type_2
11098,outage_type_4
10629,outage_type_1
15318,outage_type_1
2105,outage_type_2
7275,outage_type_1
17339,outage_type_1
14211,outage_type_2
3820,outage_type_2
16006,outage_type_1
9652,outage_type_2
14937,outage_type_1
317,outage_type_1
10263,outage_type_2
7436,outage_type_2
5516,outage_type_1
13996,outage_type_1
11202,outage_type_4
16615,outage_type_2
1446,outage_type_2
4436,outage_type_2
10431,outage_type_2
5121,outage_type_1
10617,outage_type_1
15278,outage_type_1
15939,outage_type_2
514,outage_type_2
121,outage_type_1
1037,outage_type_2
5604,outage_type_2
12680,outage_type_2
4420,outage_type_1
8475,outage_type_2
4065,outage_type_1
8914,outage_type_1
12952,outage_type_2
26,outage_type_4
5518,outage_type_1
3197,outage_type_1
11544,outage_type_2
17733,outage_type_1
14350,outage_type_1
5829,outage_type_2
18048,outage_type_1
9740,outage_type_4
6291,outage_type_2
17851,outage_type_2
3665,outage_type_2
7228,outage_type_4
1767,outage_type_2
16392,outage_type_2
6791,outage_type_2
10943,outage_type_1
5473,outage_type_1
14509,outage_type_2
12203,outage_type_2
18365,outage_type_2
12914,outage_type_2
1027,outage_type_2
10693,outage_type_2
4336,outage_type_2
3058,outage_type_2
422,outage_type_2
7923,outage_type_2
12206,outage_type_2
3777,outage_type_2
12211,outage_type_2
18377,outage_type_2
7899,outage_type_2
11970,outage_type_2
1829,outage_type_4
16642,outage_type_1
15583,outage_type_4
8539,outage_type_2
2016,outage_type_4
12658,outage_type_2
2528,outage_type_2
9809,outage_type_4
155,outage_type_4
2555,outage_type_2
7386,outage_type_2
17462,outage_type_2
4380,outage_type_2
14519,outage_type_2
9021,outage_type_2
1797,outage_type_2
2192,outage_type_2
3411,outage_type_2
15560,outage_type_2
12477,outage_type_2
11882,outage_type_2
12316,outage_type_2
7042,outage_type_2
12663,outage_type_2
7462,outage_type_2
3725,outage_type_2
9506,outage_type_2
6847,outage_type_2
10203,outage_type_2
1118,outage_type_2
3488,outage_type_2
450,outage_type_2
9497,outage_type_2
