id,broadband_type
16660,broadband_type_8
257,broadband_type_8
5169,broadband_type_8
17458,broadband_type_8
4319,broadband_type_8
13897,broadband_type_8
17183,broadband_type_8
17364,broadband_type_8
16874,broadband_type_8
5856,broadband_type_8
11001,broadband_type_8
16405,broadband_type_8
4852,broadband_type_8
803,broadband_type_8
8060,broadband_type_8
8323,broadband_type_8
814,broadband_type_8
2150,broadband_type_8
15791,broadband_type_8
6185,broadband_type_8
15045,broadband_type_8
15384,broadband_type_8
10051,broadband_type_8
1418,broadband_type_8
7321,broadband_type_8
2224,broadband_type_8
18106,broadband_type_8
18106,broadband_type_2
3350,broadband_type_8
2295,broadband_type_8
15937,broadband_type_8
15937,broadband_type_2
16758,broadband_type_8
3596,broadband_type_8
17449,broadband_type_8
5988,broadband_type_8
3304,broadband_type_8
7599,broadband_type_2
7599,broadband_type_8
4669,broadband_type_8
5640,broadband_type_8
7136,broadband_type_8
2082,broadband_type_8
13334,broadband_type_8
701,broadband_type_8
1825,broadband_type_8
4695,broadband_type_2
7810,broadband_type_2
12568,broadband_type_2
15561,broadband_type_2
5033,broadband_type_2
17602,broadband_type_2
17872,broadband_type_8
17872,broadband_type_2
8560,broadband_type_2
15792,broadband_type_2
3730,broadband_type_8
11809,broadband_type_2
4973,broadband_type_8
4525,broadband_type_8
782,broadband_type_8
874,broadband_type_8
7569,broadband_type_8
10947,broadband_type_8
6793,broadband_type_8
11093,broadband_type_8
2926,broadband_type_8
16148,broadband_type_8
5609,broadband_type_8
6412,broadband_type_8
10318,broadband_type_8
12385,broadband_type_8
9808,broadband_type_8
17240,broadband_type_8
13396,broadband_type_8
14810,broadband_type_8
9653,broadband_type_8
320,broadband_type_8
3288,broadband_type_8
106,broadband_type_8
7625,broadband_type_8
17953,broadband_type_8
10856,broadband_type_8
3333,broadband_type_8
6213,broadband_type_8
15323,broadband_type_8
16498,broadband_type_8
13447,broadband_type_8
15331,broadband_type_8
1713,broadband_type_8
14569,broadband_type_8
9200,broadband_type_8
4621,broadband_type_8
11597,broadband_type_8
5667,broadband_type_8
3696,broadband_type_8
14455,broadband_type_8
9135,broadband_type_8
15204,broadband_type_8
5066,broadband_type_8
17460,broadband_type_8
11589,broadband_type_8
12879,broadband_type_8
9807,broadband_type_8
18417,broadband_type_8
17487,broadband_type_8
18335,broadband_type_8
18465,broadband_type_8
15176,broadband_type_8
13642,broadband_type_8
2457,broadband_type_8
8721,broadband_type_8
4677,broadband_type_8
4677,broadband_type_1
14502,broadband_type_8
9730,broadband_type_8
623,broadband_type_8
1997,broadband_type_8
17811,broadband_type_8
16395,broadband_type_8
12802,broadband_type_8
2458,broadband_type_8
8203,broadband_type_8
9052,broadband_type_8
11627,broadband_type_8
13425,broadband_type_8
1772,broadband_type_8
10392,broadband_type_8
12677,broadband_type_8
12126,broadband_type_8
6986,broadband_type_8
16274,broadband_type_8
1737,broadband_type_8
10278,broadband_type_8
6336,broadband_type_8
14990,broadband_type_8
5020,broadband_type_8
6629,broadband_type_8
10661,broadband_type_8
11139,broadband_type_8
1498,broadband_type_8
15388,broadband_type_8
16915,broadband_type_8
7498,broadband_type_8
10489,broadband_type_8
16138,broadband_type_8
6768,broadband_type_8
17321,broadband_type_8
15733,broadband_type_8
4879,broadband_type_8
1667,broadband_type_8
9,broadband_type_8
11938,broadband_type_8
2770,broadband_type_8
5638,broadband_type_8
1947,broadband_type_8
14187,broadband_type_8
12087,broadband_type_8
18343,broadband_type_8
5437,broadband_type_8
8068,broadband_type_8
4718,broadband_type_8
430,broadband_type_8
11754,broadband_type_8
13454,broadband_type_8
6055,broadband_type_8
1630,broadband_type_8
7435,broadband_type_8
17037,broadband_type_8
16463,broadband_type_8
4598,broadband_type_8
6211,broadband_type_8
5677,broadband_type_8
11138,broadband_type_8
9130,broadband_type_8
6458,broadband_type_8
3976,broadband_type_8
17903,broadband_type_8
12881,broadband_type_8
15000,broadband_type_8
2743,broadband_type_8
5969,broadband_type_8
1500,broadband_type_8
12500,broadband_type_8
9514,broadband_type_8
8168,broadband_type_8
16668,broadband_type_8
2037,broadband_type_8
16243,broadband_type_8
11745,broadband_type_8
14435,broadband_type_8
11427,broadband_type_8
5298,broadband_type_2
2541,broadband_type_2
7909,broadband_type_1
7909,broadband_type_2
8481,broadband_type_1
8481,broadband_type_2
2917,broadband_type_8
2917,broadband_type_1
2917,broadband_type_2
13689,broadband_type_1
13689,broadband_type_2
9700,broadband_type_8
10685,broadband_type_8
9958,broadband_type_8
6227,broadband_type_8
4411,broadband_type_8
4411,broadband_type_2
8309,broadband_type_2
1275,broadband_type_8
5955,broadband_type_8
7336,broadband_type_8
4253,broadband_type_8
1461,broadband_type_8
358,broadband_type_8
14182,broadband_type_8
3601,broadband_type_2
16805,broadband_type_8
8182,broadband_type_8
15695,broadband_type_8
6036,broadband_type_8
5071,broadband_type_8
10440,broadband_type_8
87,broadband_type_8
2011,broadband_type_8
13625,broadband_type_8
10513,broadband_type_8
15368,broadband_type_8
13600,broadband_type_8
18473,broadband_type_8
12709,broadband_type_8
14930,broadband_type_8
3562,broadband_type_8
1145,broadband_type_2
9496,broadband_type_8
12967,broadband_type_8
15535,broadband_type_8
14712,broadband_type_8
8257,broadband_type_8
7916,broadband_type_8
14336,broadband_type_8
14954,broadband_type_8
17979,broadband_type_8
733,broadband_type_8
13601,broadband_type_8
13397,broadband_type_8
5367,broadband_type_8
10417,broadband_type_8
13279,broadband_type_8
13279,broadband_type_2
18538,broadband_type_8
3808,broadband_type_8
17611,broadband_type_8
6762,broadband_type_8
8434,broadband_type_8
10532,broadband_type_8
17620,broadband_type_8
15213,broadband_type_8
5196,broadband_type_8
4369,broadband_type_8
8546,broadband_type_8
8459,broadband_type_8
13686,broadband_type_8
14077,broadband_type_8
12000,broadband_type_8
18451,broadband_type_8
3245,broadband_type_8
15615,broadband_type_8
15270,broadband_type_8
10694,broadband_type_8
17198,broadband_type_8
13765,broadband_type_8
11460,broadband_type_8
1586,broadband_type_8
4786,broadband_type_8
16808,broadband_type_8
2529,broadband_type_8
5042,broadband_type_8
742,broadband_type_8
9190,broadband_type_8
8909,broadband_type_8
4978,broadband_type_8
4440,broadband_type_8
10548,broadband_type_8
8304,broadband_type_8
9411,broadband_type_8
2121,broadband_type_8
7860,broadband_type_8
5034,broadband_type_8
15130,broadband_type_8
6801,broadband_type_8
7748,broadband_type_8
905,broadband_type_8
3826,broadband_type_8
15592,broadband_type_8
13464,broadband_type_8
263,broadband_type_8
263,broadband_type_2
4815,broadband_type_8
11738,broadband_type_8
11738,broadband_type_2
15090,broadband_type_8
5450,broadband_type_8
15139,broadband_type_8
7502,broadband_type_8
16349,broadband_type_8
9040,broadband_type_8
12694,broadband_type_8
3267,broadband_type_8
6678,broadband_type_8
17482,broadband_type_8
9159,broadband_type_8
9159,broadband_type_2
12277,broadband_type_8
2610,broadband_type_8
13378,broadband_type_8
2487,broadband_type_8
13704,broadband_type_8
4714,broadband_type_8
15069,broadband_type_8
1548,broadband_type_8
18443,broadband_type_8
3194,broadband_type_8
5724,broadband_type_8
10665,broadband_type_8
7713,broadband_type_8
14765,broadband_type_8
4232,broadband_type_8
4750,broadband_type_8
9430,broadband_type_8
6515,broadband_type_8
10934,broadband_type_8
10376,broadband_type_8
7706,broadband_type_8
3379,broadband_type_8
10284,broadband_type_8
2861,broadband_type_8
11778,broadband_type_8
18458,broadband_type_8
17312,broadband_type_8
4026,broadband_type_8
14940,broadband_type_8
12675,broadband_type_8
2554,broadband_type_8
7244,broadband_type_8
4348,broadband_type_8
7791,broadband_type_8
15124,broadband_type_8
4819,broadband_type_8
8338,broadband_type_8
7461,broadband_type_8
13890,broadband_type_8
11161,broadband_type_8
16503,broadband_type_8
11927,broadband_type_8
15145,broadband_type_8
16580,broadband_type_8
9055,broadband_type_8
7074,broadband_type_8
11501,broadband_type_8
10087,broadband_type_8
938,broadband_type_8
4282,broadband_type_8
15339,broadband_type_8
17958,broadband_type_8
1864,broadband_type_8
1087,broadband_type_8
15988,broadband_type_8
12750,broadband_type_8
385,broadband_type_8
13146,broadband_type_8
9233,broadband_type_8
6750,broadband_type_8
8399,broadband_type_8
10534,broadband_type_8
5323,broadband_type_8
15492,broadband_type_8
16366,broadband_type_8
12396,broadband_type_8
1107,broadband_type_8
223,broadband_type_8
6051,broadband_type_8
2271,broadband_type_8
9805,broadband_type_8
960,broadband_type_8
3341,broadband_type_8
8770,broadband_type_8
7998,broadband_type_8
17513,broadband_type_8
8181,broadband_type_8
7397,broadband_type_8
1793,broadband_type_8
9359,broadband_type_8
14101,broadband_type_2
14101,broadband_type_8
12454,broadband_type_8
16706,broadband_type_8
15356,broadband_type_8
17096,broadband_type_8
2177,broadband_type_8
17694,broadband_type_8
17538,broadband_type_8
517,broadband_type_8
14604,broadband_type_8
17343,broadband_type_8
6346,broadband_type_8
13087,broadband_type_8
15810,broadband_type_8
8081,broadband_type_8
8294,broadband_type_8
4152,broadband_type_8
11578,broadband_type_8
1415,broadband_type_8
16168,broadband_type_8
939,broadband_type_8
16429,broadband_type_8
8130,broadband_type_8
8190,broadband_type_8
12696,broadband_type_8
4457,broadband_type_8
9007,broadband_type_8
3520,broadband_type_8
16204,broadband_type_8
8527,broadband_type_8
12166,broadband_type_8
13269,broadband_type_2
13269,broadband_type_8
12479,broadband_type_8
4293,broadband_type_8
17709,broadband_type_8
12691,broadband_type_8
16916,broadband_type_8
11179,broadband_type_8
6337,broadband_type_8
11012,broadband_type_8
14558,broadband_type_8
6955,broadband_type_8
6594,broadband_type_8
6316,broadband_type_8
8800,broadband_type_8
8800,broadband_type_1
17526,broadband_type_8
5401,broadband_type_8
12330,broadband_type_8
12724,broadband_type_8
4964,broadband_type_2
3264,broadband_type_8
17360,broadband_type_8
10578,broadband_type_2
13350,broadband_type_8
13350,broadband_type_6
13350,broadband_type_10
11714,broadband_type_6
11714,broadband_type_8
3899,broadband_type_8
208,broadband_type_8
208,broadband_type_10
2781,broadband_type_10
5875,broadband_type_4
5875,broadband_type_2
5875,broadband_type_8
5875,broadband_type_7
5875,broadband_type_10
13734,broadband_type_6
13734,broadband_type_8
6621,broadband_type_6
6621,broadband_type_8
537,broadband_type_6
537,broadband_type_8
14337,broadband_type_2
599,broadband_type_2
7383,broadband_type_8
7383,broadband_type_6
17249,broadband_type_4
17249,broadband_type_8
10974,broadband_type_8
10974,broadband_type_4
6351,broadband_type_8
6351,broadband_type_4
3858,broadband_type_8
5126,broadband_type_6
5126,broadband_type_8
16048,broadband_type_8
16048,broadband_type_6
12324,broadband_type_8
12324,broadband_type_6
12161,broadband_type_8
12161,broadband_type_4
8937,broadband_type_6
14614,broadband_type_1
14614,broadband_type_8
14614,broadband_type_6
6170,broadband_type_8
6170,broadband_type_6
14447,broadband_type_8
11512,broadband_type_8
11090,broadband_type_8
11090,broadband_type_7
3424,broadband_type_8
1004,broadband_type_8
1004,broadband_type_6
8206,broadband_type_6
5537,broadband_type_6
5537,broadband_type_8
17038,broadband_type_6
17038,broadband_type_8
9116,broadband_type_6
9116,broadband_type_8
18416,broadband_type_8
18416,broadband_type_6
3407,broadband_type_6
3407,broadband_type_8
7775,broadband_type_2
7728,broadband_type_2
1730,broadband_type_2
4979,broadband_type_8
4979,broadband_type_1
13214,broadband_type_8
5629,broadband_type_8
3575,broadband_type_8
1646,broadband_type_8
9022,broadband_type_8
5087,broadband_type_8
5358,broadband_type_8
5599,broadband_type_8
9350,broadband_type_8
14867,broadband_type_8
6385,broadband_type_8
11027,broadband_type_8
90,broadband_type_8
15956,broadband_type_8
12401,broadband_type_8
10992,broadband_type_8
12366,broadband_type_8
5260,broadband_type_8
2603,broadband_type_8
14768,broadband_type_8
10104,broadband_type_8
15025,broadband_type_8
11285,broadband_type_8
1964,broadband_type_8
8118,broadband_type_8
18439,broadband_type_8
8645,broadband_type_8
2023,broadband_type_8
94,broadband_type_8
16483,broadband_type_8
7329,broadband_type_8
9039,broadband_type_8
6310,broadband_type_8
15761,broadband_type_8
6982,broadband_type_8
17860,broadband_type_8
9442,broadband_type_8
16590,broadband_type_8
25,broadband_type_8
1957,broadband_type_2
1957,broadband_type_8
10214,broadband_type_8
9921,broadband_type_8
14209,broadband_type_8
2626,broadband_type_8
14606,broadband_type_8
11483,broadband_type_8
16817,broadband_type_8
9632,broadband_type_8
15407,broadband_type_8
6455,broadband_type_8
7011,broadband_type_8
5289,broadband_type_2
1902,broadband_type_8
6164,broadband_type_8
14344,broadband_type_8
1589,broadband_type_8
7509,broadband_type_8
18239,broadband_type_8
3391,broadband_type_8
10939,broadband_type_8
6857,broadband_type_8
3433,broadband_type_2
14758,broadband_type_8
7222,broadband_type_8
15476,broadband_type_8
13162,broadband_type_8
15441,broadband_type_8
6813,broadband_type_8
1120,broadband_type_8
13916,broadband_type_8
3281,broadband_type_8
15933,broadband_type_8
1899,broadband_type_8
1899,broadband_type_2
3769,broadband_type_8
17049,broadband_type_8
15814,broadband_type_8
14597,broadband_type_8
9019,broadband_type_8
3860,broadband_type_8
12002,broadband_type_8
10479,broadband_type_2
4715,broadband_type_2
13803,broadband_type_8
4069,broadband_type_8
4219,broadband_type_8
10573,broadband_type_8
4969,broadband_type_8
9908,broadband_type_8
6197,broadband_type_8
8583,broadband_type_8
15370,broadband_type_8
5493,broadband_type_8
3199,broadband_type_8
1309,broadband_type_8
17232,broadband_type_8
1005,broadband_type_8
9470,broadband_type_8
10359,broadband_type_2
18456,broadband_type_2
6718,broadband_type_8
1370,broadband_type_8
14897,broadband_type_8
1973,broadband_type_8
7657,broadband_type_8
862,broadband_type_8
10478,broadband_type_8
10794,broadband_type_2
10794,broadband_type_8
6870,broadband_type_8
4022,broadband_type_8
5587,broadband_type_8
4378,broadband_type_2
16987,broadband_type_2
17248,broadband_type_8
17248,broadband_type_2
16288,broadband_type_2
18157,broadband_type_2
407,broadband_type_2
8270,broadband_type_2
16719,broadband_type_2
3638,broadband_type_2
10716,broadband_type_2
16676,broadband_type_2
4561,broadband_type_2
7535,broadband_type_2
10244,broadband_type_2
103,broadband_type_8
103,broadband_type_2
4997,broadband_type_2
4997,broadband_type_8
17282,broadband_type_8
17282,broadband_type_2
15039,broadband_type_2
10525,broadband_type_8
15221,broadband_type_8
12992,broadband_type_8
13528,broadband_type_8
906,broadband_type_8
8422,broadband_type_8
3073,broadband_type_2
7850,broadband_type_2
10741,broadband_type_8
6343,broadband_type_2
1697,broadband_type_2
15289,broadband_type_2
17719,broadband_type_2
14544,broadband_type_2
13712,broadband_type_8
11436,broadband_type_2
13149,broadband_type_2
13149,broadband_type_8
747,broadband_type_2
946,broadband_type_2
7731,broadband_type_2
3453,broadband_type_2
7630,broadband_type_2
1462,broadband_type_2
17115,broadband_type_2
18136,broadband_type_2
11488,broadband_type_2
12246,broadband_type_2
1708,broadband_type_2
11359,broadband_type_2
1647,broadband_type_8
8108,broadband_type_2
9799,broadband_type_2
2649,broadband_type_2
7550,broadband_type_2
4291,broadband_type_2
1592,broadband_type_2
4272,broadband_type_2
9092,broadband_type_2
17945,broadband_type_2
9709,broadband_type_2
6632,broadband_type_2
17882,broadband_type_2
9384,broadband_type_2
7987,broadband_type_2
11378,broadband_type_2
4679,broadband_type_2
3982,broadband_type_2
12991,broadband_type_2
12290,broadband_type_2
11998,broadband_type_2
4865,broadband_type_2
15048,broadband_type_2
6150,broadband_type_2
1594,broadband_type_2
934,broadband_type_2
2674,broadband_type_2
2452,broadband_type_8
2452,broadband_type_2
2530,broadband_type_2
5419,broadband_type_2
11967,broadband_type_2
3697,broadband_type_2
5053,broadband_type_2
11810,broadband_type_2
12375,broadband_type_2
17288,broadband_type_2
15565,broadband_type_2
12976,broadband_type_2
12976,broadband_type_8
17817,broadband_type_2
2092,broadband_type_2
2545,broadband_type_2
15414,broadband_type_2
9613,broadband_type_2
837,broadband_type_2
2232,broadband_type_2
6496,broadband_type_2
8002,broadband_type_2
11389,broadband_type_2
6485,broadband_type_2
2238,broadband_type_2
16191,broadband_type_2
11858,broadband_type_2
5685,broadband_type_2
1224,broadband_type_2
9262,broadband_type_2
5814,broadband_type_2
727,broadband_type_2
18441,broadband_type_2
15725,broadband_type_2
14538,broadband_type_2
7709,broadband_type_2
731,broadband_type_2
2627,broadband_type_2
17112,broadband_type_2
10042,broadband_type_2
4384,broadband_type_2
11164,broadband_type_2
808,broadband_type_2
11416,broadband_type_2
10672,broadband_type_2
15576,broadband_type_2
14121,broadband_type_2
17394,broadband_type_2
5838,broadband_type_2
8676,broadband_type_2
14725,broadband_type_2
3661,broadband_type_2
2962,broadband_type_2
3791,broadband_type_2
5735,broadband_type_8
5735,broadband_type_2
1361,broadband_type_2
107,broadband_type_2
5205,broadband_type_2
13156,broadband_type_2
13187,broadband_type_2
2826,broadband_type_2
8714,broadband_type_2
10613,broadband_type_2
1805,broadband_type_2
4789,broadband_type_2
11917,broadband_type_2
12008,broadband_type_2
11881,broadband_type_2
2347,broadband_type_2
18104,broadband_type_2
18104,broadband_type_8
2387,broadband_type_2
10807,broadband_type_2
6206,broadband_type_2
13895,broadband_type_2
1554,broadband_type_2
9479,broadband_type_2
11697,broadband_type_2
14559,broadband_type_2
6821,broadband_type_2
16023,broadband_type_2
2364,broadband_type_2
13043,broadband_type_2
10178,broadband_type_2
11282,broadband_type_2
5095,broadband_type_2
5095,broadband_type_8
10964,broadband_type_2
10310,broadband_type_2
14177,broadband_type_2
2473,broadband_type_2
5687,broadband_type_2
13364,broadband_type_2
16961,broadband_type_2
5914,broadband_type_2
1696,broadband_type_2
16553,broadband_type_2
942,broadband_type_2
7936,broadband_type_2
17150,broadband_type_2
9463,broadband_type_2
4478,broadband_type_2
18312,broadband_type_2
14167,broadband_type_2
7495,broadband_type_2
3583,broadband_type_2
13831,broadband_type_2
3072,broadband_type_2
12792,broadband_type_2
17307,broadband_type_2
17252,broadband_type_2
474,broadband_type_2
7948,broadband_type_2
1014,broadband_type_2
10484,broadband_type_2
14794,broadband_type_2
14476,broadband_type_2
5727,broadband_type_2
2065,broadband_type_2
10651,broadband_type_2
4743,broadband_type_8
9786,broadband_type_8
17078,broadband_type_8
8458,broadband_type_8
16256,broadband_type_3
4788,broadband_type_8
5593,broadband_type_8
7566,broadband_type_8
13886,broadband_type_2
1618,broadband_type_2
1618,broadband_type_8
305,broadband_type_8
13849,broadband_type_8
11644,broadband_type_8
8991,broadband_type_8
3413,broadband_type_8
1176,broadband_type_8
1176,broadband_type_2
16409,broadband_type_8
8332,broadband_type_2
4974,broadband_type_2
4974,broadband_type_8
15512,broadband_type_2
6736,broadband_type_8
15715,broadband_type_2
15715,broadband_type_8
10187,broadband_type_8
10187,broadband_type_2
17676,broadband_type_8
17676,broadband_type_2
10899,broadband_type_8
2180,broadband_type_8
2180,broadband_type_2
8164,broadband_type_2
8164,broadband_type_8
9011,broadband_type_3
9011,broadband_type_8
9011,broadband_type_2
2362,broadband_type_2
2362,broadband_type_8
7815,broadband_type_8
7815,broadband_type_2
13430,broadband_type_8
4755,broadband_type_8
4755,broadband_type_2
10186,broadband_type_8
5176,broadband_type_8
5176,broadband_type_2
15611,broadband_type_2
15611,broadband_type_8
5263,broadband_type_8
5263,broadband_type_2
18550,broadband_type_8
9764,broadband_type_8
9764,broadband_type_2
4486,broadband_type_8
12589,broadband_type_8
14543,broadband_type_2
14543,broadband_type_8
12846,broadband_type_2
12846,broadband_type_8
4666,broadband_type_8
8311,broadband_type_8
5150,broadband_type_8
4972,broadband_type_2
11785,broadband_type_2
11979,broadband_type_2
18125,broadband_type_2
15949,broadband_type_2
12684,broadband_type_2
7651,broadband_type_2
2892,broadband_type_2
9650,broadband_type_2
8334,broadband_type_2
3185,broadband_type_2
1678,broadband_type_2
17117,broadband_type_2
1407,broadband_type_2
6683,broadband_type_2
16356,broadband_type_2
18168,broadband_type_2
17901,broadband_type_8
17901,broadband_type_2
14804,broadband_type_2
14804,broadband_type_8
3046,broadband_type_2
17904,broadband_type_2
8469,broadband_type_2
1585,broadband_type_2
5825,broadband_type_2
11506,broadband_type_2
15095,broadband_type_2
4866,broadband_type_2
10880,broadband_type_2
6449,broadband_type_2
1478,broadband_type_2
8386,broadband_type_2
1469,broadband_type_2
4558,broadband_type_2
2468,broadband_type_2
6214,broadband_type_2
17036,broadband_type_2
2215,broadband_type_2
6875,broadband_type_2
16616,broadband_type_2
251,broadband_type_2
8112,broadband_type_2
16922,broadband_type_2
15696,broadband_type_2
7880,broadband_type_2
15117,broadband_type_2
6815,broadband_type_2
16527,broadband_type_2
1374,broadband_type_2
7511,broadband_type_2
11332,broadband_type_2
4962,broadband_type_2
15505,broadband_type_2
13489,broadband_type_2
10128,broadband_type_2
1040,broadband_type_2
3574,broadband_type_2
17437,broadband_type_2
637,broadband_type_2
18280,broadband_type_2
16266,broadband_type_2
18082,broadband_type_2
14977,broadband_type_2
591,broadband_type_2
9578,broadband_type_2
11428,broadband_type_2
341,broadband_type_2
15585,broadband_type_2
519,broadband_type_2
248,broadband_type_2
10736,broadband_type_2
14357,broadband_type_2
11747,broadband_type_2
16124,broadband_type_2
11623,broadband_type_2
8498,broadband_type_2
15442,broadband_type_2
6441,broadband_type_2
10215,broadband_type_2
14943,broadband_type_2
14397,broadband_type_2
4012,broadband_type_2
3172,broadband_type_2
1261,broadband_type_2
8960,broadband_type_2
4773,broadband_type_2
4827,broadband_type_2
3598,broadband_type_2
2501,broadband_type_2
9071,broadband_type_2
4826,broadband_type_2
16598,broadband_type_2
17057,broadband_type_2
3013,broadband_type_2
755,broadband_type_2
12405,broadband_type_2
14829,broadband_type_2
4437,broadband_type_2
6657,broadband_type_2
10920,broadband_type_2
12289,broadband_type_2
16609,broadband_type_2
16850,broadband_type_2
9640,broadband_type_2
17847,broadband_type_2
17553,broadband_type_2
5360,broadband_type_2
5266,broadband_type_2
600,broadband_type_2
18080,broadband_type_2
5819,broadband_type_2
14058,broadband_type_2
15796,broadband_type_2
2751,broadband_type_2
1162,broadband_type_2
11956,broadband_type_2
3970,broadband_type_2
7906,broadband_type_2
17938,broadband_type_2
5056,broadband_type_2
17823,broadband_type_2
14363,broadband_type_2
4926,broadband_type_8
4926,broadband_type_2
14814,broadband_type_2
5958,broadband_type_2
10701,broadband_type_2
5097,broadband_type_2
891,broadband_type_2
562,broadband_type_2
7646,broadband_type_2
2132,broadband_type_2
1385,broadband_type_2
5012,broadband_type_2
3180,broadband_type_2
472,broadband_type_2
13853,broadband_type_2
12215,broadband_type_2
14389,broadband_type_2
15208,broadband_type_2
16623,broadband_type_2
16770,broadband_type_2
16245,broadband_type_2
9142,broadband_type_2
3923,broadband_type_2
15154,broadband_type_2
14123,broadband_type_2
3314,broadband_type_2
9089,broadband_type_2
14914,broadband_type_2
6882,broadband_type_2
3034,broadband_type_2
22,broadband_type_2
613,broadband_type_2
15404,broadband_type_2
4730,broadband_type_2
7448,broadband_type_2
18503,broadband_type_2
3913,broadband_type_2
9636,broadband_type_2
5342,broadband_type_2
7856,broadband_type_2
9206,broadband_type_2
7188,broadband_type_2
3382,broadband_type_2
8732,broadband_type_2
14805,broadband_type_2
14625,broadband_type_2
11864,broadband_type_2
8504,broadband_type_2
3559,broadband_type_2
14007,broadband_type_2
9937,broadband_type_2
7425,broadband_type_2
10264,broadband_type_2
13871,broadband_type_2
4259,broadband_type_2
16307,broadband_type_2
3588,broadband_type_2
14478,broadband_type_2
7520,broadband_type_2
9358,broadband_type_2
11982,broadband_type_2
16332,broadband_type_2
6444,broadband_type_2
6571,broadband_type_2
15271,broadband_type_2
15597,broadband_type_2
17264,broadband_type_2
13272,broadband_type_2
5854,broadband_type_2
17175,broadband_type_2
62,broadband_type_2
11693,broadband_type_2
7206,broadband_type_2
9424,broadband_type_2
15941,broadband_type_2
11480,broadband_type_2
2264,broadband_type_2
12526,broadband_type_2
13143,broadband_type_2
14299,broadband_type_2
7082,broadband_type_2
17464,broadband_type_2
12878,broadband_type_2
13197,broadband_type_2
12156,broadband_type_2
2160,broadband_type_2
459,broadband_type_2
17401,broadband_type_2
16666,broadband_type_2
18043,broadband_type_2
13248,broadband_type_2
7447,broadband_type_2
12763,broadband_type_2
15874,broadband_type_2
10322,broadband_type_2
6811,broadband_type_2
4412,broadband_type_2
16956,broadband_type_2
2242,broadband_type_2
16844,broadband_type_2
10389,broadband_type_2
7207,broadband_type_2
6619,broadband_type_2
14886,broadband_type_2
16508,broadband_type_2
12508,broadband_type_2
13682,broadband_type_2
3394,broadband_type_2
2370,broadband_type_2
14202,broadband_type_2
11949,broadband_type_2
5809,broadband_type_2
16532,broadband_type_2
16910,broadband_type_2
17359,broadband_type_2
6117,broadband_type_2
5927,broadband_type_2
12904,broadband_type_2
16119,broadband_type_2
887,broadband_type_2
18164,broadband_type_2
8375,broadband_type_2
17287,broadband_type_2
12187,broadband_type_2
1780,broadband_type_2
18047,broadband_type_2
7555,broadband_type_2
10488,broadband_type_2
17167,broadband_type_2
17167,broadband_type_8
12968,broadband_type_2
10848,broadband_type_2
1580,broadband_type_2
11110,broadband_type_2
5269,broadband_type_2
11074,broadband_type_2
17160,broadband_type_2
5052,broadband_type_2
12753,broadband_type_2
6588,broadband_type_2
2958,broadband_type_2
5719,broadband_type_2
660,broadband_type_2
2569,broadband_type_2
11361,broadband_type_2
10398,broadband_type_2
522,broadband_type_2
522,broadband_type_8
5430,broadband_type_8
5430,broadband_type_2
18155,broadband_type_2
14065,broadband_type_2
388,broadband_type_2
9803,broadband_type_2
14393,broadband_type_2
6874,broadband_type_2
455,broadband_type_2
9826,broadband_type_2
8195,broadband_type_2
6004,broadband_type_2
1567,broadband_type_2
14005,broadband_type_2
7662,broadband_type_2
18505,broadband_type_2
10973,broadband_type_2
8412,broadband_type_2
12302,broadband_type_2
10228,broadband_type_2
4710,broadband_type_2
15143,broadband_type_2
17848,broadband_type_2
177,broadband_type_2
3648,broadband_type_2
12595,broadband_type_2
8499,broadband_type_2
4609,broadband_type_2
10067,broadband_type_2
18132,broadband_type_2
13238,broadband_type_2
11894,broadband_type_2
9912,broadband_type_2
13776,broadband_type_2
6119,broadband_type_2
14579,broadband_type_2
14644,broadband_type_2
7975,broadband_type_2
1504,broadband_type_2
17334,broadband_type_2
6605,broadband_type_2
3349,broadband_type_2
12309,broadband_type_2
14122,broadband_type_2
944,broadband_type_2
14288,broadband_type_2
11935,broadband_type_2
6049,broadband_type_2
2057,broadband_type_2
3939,broadband_type_2
16772,broadband_type_2
7182,broadband_type_2
11391,broadband_type_2
11827,broadband_type_2
16555,broadband_type_2
6573,broadband_type_2
12032,broadband_type_2
1512,broadband_type_2
1458,broadband_type_2
17660,broadband_type_2
352,broadband_type_2
4589,broadband_type_2
4190,broadband_type_2
16907,broadband_type_2
5794,broadband_type_2
14508,broadband_type_2
6509,broadband_type_2
9583,broadband_type_2
17456,broadband_type_2
5396,broadband_type_2
15828,broadband_type_2
17586,broadband_type_2
11185,broadband_type_2
5177,broadband_type_2
12043,broadband_type_2
14912,broadband_type_2
1629,broadband_type_2
4427,broadband_type_2
7697,broadband_type_2
8339,broadband_type_2
14071,broadband_type_2
13971,broadband_type_2
8969,broadband_type_2
1388,broadband_type_2
16116,broadband_type_2
6380,broadband_type_2
2835,broadband_type_2
14666,broadband_type_2
3990,broadband_type_2
7876,broadband_type_2
3006,broadband_type_2
9288,broadband_type_2
18227,broadband_type_2
4221,broadband_type_2
18160,broadband_type_2
7785,broadband_type_2
4646,broadband_type_2
13082,broadband_type_2
3628,broadband_type_2
797,broadband_type_2
13563,broadband_type_2
13703,broadband_type_2
4484,broadband_type_2
2513,broadband_type_2
8871,broadband_type_2
4961,broadband_type_2
11003,broadband_type_2
8205,broadband_type_2
11191,broadband_type_2
17207,broadband_type_2
2987,broadband_type_2
6851,broadband_type_2
